frequency_hz,amplitude,amplitude_normalized
161.50442477876106,9.679811924282574e-06,6.740842117747021e-07
163.71681415929203,9.061400598400382e-06,6.31019190013885e-07
165.929203539823,8.47987184172471e-06,5.905226022047064e-07
168.141592920354,7.932842076761466e-06,5.524284604159053e-07
170.35398230088495,7.418052082249488e-06,5.165794366544411e-07
172.56637168141592,6.933521958870983e-06,4.828376543911554e-07
174.77876106194688,6.477258853295499e-06,4.5106433500339027e-07
176.99115044247787,6.0476987125830705e-06,4.2115056073515435e-07
179.20353982300884,5.643232518540929e-06,3.929842825333578e-07
181.4159292035398,5.261769334941254e-06,3.6641989146365074e-07
183.6283185840708,4.903174991493196e-06,3.414480441549577e-07
185.84070796460176,4.565020690398119e-06,3.1789960361758697e-07
188.05309734513273,4.246618020101069e-06,2.957266301432026e-07
190.26548672566372,3.946849441094563e-06,2.7485130034598655e-07
192.47787610619469,3.6646473567856475e-06,2.551992687723822e-07
194.69026548672565,3.3990807460714015e-06,2.367057008335341e-07
196.90265486725662,3.149285569009821e-06,2.193104263848358e-07
199.1150442477876,2.9144258963600812e-06,2.029552328589556e-07
201.32743362831857,2.693766894999959e-06,1.875889478354111e-07
203.53982300884954,2.4865804421579505e-06,1.7316086619014163e-07
205.75221238938053,2.2921946256946506e-06,1.5962419720361513e-07
207.9646017699115,2.110082550870718e-06,1.4694224890001268e-07
210.17699115044246,1.939537340350921e-06,1.3506579564818892e-07
212.38938053097343,1.7802153207086286e-06,1.239709046659049e-07
214.60176991150442,1.63110457213375e-06,1.1358710772785824e-07
216.81415929203538,1.492763547978163e-06,1.0395329449331696e-07
219.02654867256635,1.3637286090345997e-06,9.4967539833046e-08
221.23893805309734,1.2440510850441382e-06,8.663341825534424e-08
223.4513274336283,1.133397417765925e-06,7.89277013808149e-08
225.66371681415927,1.0313712143723268e-06,7.182278514557138e-08
227.87610619469027,9.377096912972321e-07,6.530036978775722e-08
230.08849557522123,8.522192645778011e-07,5.9346974477990215e-08
232.3008849557522,7.747487519835524e-07,5.395207116516096e-08
234.51327433628316,7.052233440185804e-07,4.91104502542406e-08
236.72566371681415,6.437399286114097e-07,4.4828858841499286e-08
238.93805309734512,5.904567128709409e-07,4.1118314177595875e-08
241.15044247787608,5.457203148653277e-07,3.800295410416261e-08
243.36283185840708,5.100126585403782e-07,3.551633891407363e-08
245.57522123893804,4.839550967350353e-07,3.370173847062266e-08
247.787610619469,4.678790248293589e-07,3.2582230535578305e-08
250.0,4.626269088925383e-07,3.221648288891796e-08
