"(No Title)"
	"2026-05-"	"8 15:48:46"

" Result ID"	"Result Type"	"I Marker ID"	"J Marker ID"	"Result Title"
"  rev1_Acc"	"  Variable"	"     (N/A)"	"     (N/A)"	"(No Comment)"

".MODEL_1.Last_Run.rev1_Acc.TIME"	".MODEL_1.Last_Run.rev1_Acc.Q"
1.390000e+00	-4.922625e-01
1.400000e+00	-2.210165e+00
1.410000e+00	-3.688093e+00
1.420000e+00	-4.941750e+00
1.430000e+00	-5.998156e+00
1.440000e+00	-6.889888e+00
1.450000e+00	-7.650800e+00
1.460000e+00	-8.313239e+00
1.470000e+00	-8.906509e+00
1.480000e+00	-9.456225e+00
1.490000e+00	-9.984237e+00
1.500000e+00	-1.050888e+01
1.510000e+00	-1.104539e+01
1.520000e+00	-1.160630e+01
1.530000e+00	-1.220191e+01
1.540000e+00	-1.284059e+01
1.550000e+00	-1.352910e+01
1.560000e+00	-1.427279e+01
1.570000e+00	-1.507576e+01
1.580000e+00	-1.594096e+01
1.590000e+00	-1.687021e+01
1.600000e+00	-1.786428e+01
1.610000e+00	-1.892281e+01
1.620000e+00	-2.004438e+01
1.630000e+00	-2.122644e+01
1.640000e+00	-2.246536e+01
1.650000e+00	-2.375645e+01
1.660000e+00	-2.509408e+01
1.670000e+00	-2.647180e+01
1.680000e+00	-2.788262e+01
1.690000e+00	-2.931925e+01
1.700000e+00	-3.077459e+01
1.710000e+00	-3.224214e+01
1.720000e+00	-3.371668e+01
1.730000e+00	-3.519491e+01
1.740000e+00	-3.667628e+01
1.750000e+00	-3.816384e+01
1.760000e+00	-3.966525e+01
1.770000e+00	-4.119385e+01
1.780000e+00	-4.276986e+01
1.790000e+00	-4.442173e+01
1.800000e+00	-4.618776e+01
1.810000e+00	-4.811797e+01
1.820000e+00	-5.027651e+01
1.830000e+00	-5.274456e+01
1.840000e+00	-5.562401e+01
1.850000e+00	-5.904185e+01
1.860000e+00	-6.315471e+01
1.870000e+00	-6.815189e+01
1.880000e+00	-7.425183e+01
1.890000e+00	-8.167905e+01
1.900000e+00	-9.058916e+01
1.910000e+00	-1.008645e+02
1.920000e+00	-1.116104e+02
1.930000e+00	-1.200528e+02
1.940000e+00	-1.196965e+02
1.950000e+00	-9.879260e+01
1.960000e+00	-4.777890e+01
1.970000e+00	2.348819e+01
1.980000e+00	8.438247e+01
1.990000e+00	1.156430e+02
2.000000e+00	1.221257e+02
2.010000e+00	1.159777e+02
2.020000e+00	1.056035e+02
2.030000e+00	9.497844e+01
2.040000e+00	8.554463e+01
2.050000e+00	7.762428e+01
2.060000e+00	7.112140e+01
2.070000e+00	6.592785e+01
2.080000e+00	6.156843e+01
2.090000e+00	5.797023e+01
2.100000e+00	5.497278e+01
2.110000e+00	5.243392e+01
2.120000e+00	5.023996e+01
2.130000e+00	4.830037e+01
2.140000e+00	4.654362e+01
2.150000e+00	4.491392e+01
2.160000e+00	4.336850e+01
2.170000e+00	4.187563e+01
2.180000e+00	4.041277e+01
2.190000e+00	3.896513e+01
2.200000e+00	3.752435e+01
2.210000e+00	3.608730e+01
2.220000e+00	3.465501e+01
2.230000e+00	3.323168e+01
2.240000e+00	3.182381e+01
2.250000e+00	3.043939e+01
2.260000e+00	2.908724e+01
2.270000e+00	2.777642e+01
2.280000e+00	2.651578e+01
2.290000e+00	2.531359e+01
2.300000e+00	2.417730e+01
2.310000e+00	2.311330e+01
2.320000e+00	2.212682e+01
2.330000e+00	2.122184e+01
2.340000e+00	2.040096e+01
2.350000e+00	1.966535e+01
2.360000e+00	1.901456e+01
2.370000e+00	1.844632e+01
2.380000e+00	1.795609e+01
2.390000e+00	1.753656e+01
2.400000e+00	1.717678e+01
2.410000e+00	1.686098e+01
2.420000e+00	1.656695e+01
2.430000e+00	1.626399e+01
2.440000e+00	1.591034e+01
2.450000e+00	1.545025e+01
2.460000e+00	1.481135e+01
2.470000e+00	1.390316e+01
2.480000e+00	1.261877e+01
2.490000e+00	1.084249e+01
2.500000e+00	8.466737e+00
2.510000e+00	5.420321e+00
2.520000e+00	1.705480e+00
2.530000e+00	-2.567011e+00
2.540000e+00	-7.163695e+00
2.550000e+00	-1.175378e+01
2.560000e+00	-1.597635e+01
2.570000e+00	-1.952602e+01
2.580000e+00	-2.221929e+01
2.590000e+00	-2.401488e+01
2.600000e+00	-2.498948e+01
2.610000e+00	-2.529059e+01
2.620000e+00	-2.509017e+01
2.630000e+00	-2.455186e+01
2.640000e+00	-2.381378e+01
2.650000e+00	-2.298334e+01
2.660000e+00	-2.213895e+01
2.670000e+00	-2.133488e+01
2.680000e+00	-2.060676e+01
2.690000e+00	-1.997663e+01
2.700000e+00	-1.945704e+01
2.710000e+00	-1.905415e+01
2.720000e+00	-1.876997e+01
2.730000e+00	-1.860399e+01
2.740000e+00	-1.855421e+01
2.750000e+00	-1.861793e+01
2.760000e+00	-1.879220e+01
2.770000e+00	-1.907415e+01
2.780000e+00	-1.946121e+01
2.790000e+00	-1.995123e+01
2.800000e+00	-2.054262e+01
2.810000e+00	-2.123442e+01
2.820000e+00	-2.202638e+01
2.830000e+00	-2.291908e+01
2.840000e+00	-2.391404e+01
2.850000e+00	-2.501385e+01
2.860000e+00	-2.622234e+01
2.870000e+00	-2.754478e+01
2.880000e+00	-2.898808e+01
2.890000e+00	-3.056098e+01
2.900000e+00	-3.227424e+01
2.910000e+00	-3.414060e+01
2.920000e+00	-3.617461e+01
2.930000e+00	-3.839182e+01
2.940000e+00	-4.080711e+01
2.950000e+00	-4.343124e+01
2.960000e+00	-4.626440e+01
2.970000e+00	-4.928473e+01
2.980000e+00	-5.242809e+01
2.990000e+00	-5.555436e+01
3.000000e+00	-5.839408e+01
3.010000e+00	-6.047162e+01
3.020000e+00	-6.101517e+01
3.030000e+00	-5.890212e+01
3.040000e+00	-5.276194e+01
3.050000e+00	-4.141916e+01
3.060000e+00	-2.472701e+01
3.070000e+00	-4.333952e+00
3.080000e+00	1.654114e+01
3.090000e+00	3.459638e+01
3.100000e+00	4.798758e+01
3.110000e+00	5.663127e+01
3.120000e+00	6.147926e+01
3.130000e+00	6.372213e+01
3.140000e+00	6.437368e+01
3.150000e+00	6.416243e+01
3.160000e+00	6.356044e+01
3.170000e+00	6.284986e+01
3.180000e+00	6.218665e+01
3.190000e+00	6.164938e+01
3.200000e+00	6.127272e+01
3.210000e+00	6.106888e+01
3.220000e+00	6.104088e+01
3.230000e+00	6.119054e+01
3.240000e+00	6.152322e+01
3.250000e+00	6.205038e+01
3.260000e+00	6.279057e+01
3.270000e+00	6.376892e+01
3.280000e+00	6.501448e+01
3.290000e+00	6.655435e+01
3.300000e+00	6.840205e+01
3.310000e+00	7.053558e+01
3.320000e+00	7.285751e+01
3.330000e+00	7.512520e+01
3.340000e+00	7.683698e+01
3.350000e+00	7.707074e+01
3.360000e+00	7.432372e+01
3.370000e+00	6.654268e+01
3.380000e+00	5.173696e+01
3.390000e+00	2.947179e+01
3.400000e+00	2.475340e+00
3.410000e+00	-2.376958e+01
3.420000e+00	-4.419411e+01
3.430000e+00	-5.686182e+01
3.440000e+00	-6.266558e+01
3.450000e+00	-6.370344e+01
3.460000e+00	-6.195442e+01
3.470000e+00	-5.876217e+01
3.480000e+00	-5.511583e+01
3.490000e+00	-5.138414e+01
3.500000e+00	-4.778452e+01
3.510000e+00	-4.441658e+01
3.520000e+00	-4.130947e+01
3.530000e+00	-3.845629e+01
3.540000e+00	-3.583403e+01
3.550000e+00	-3.341425e+01
3.560000e+00	-3.116856e+01
3.570000e+00	-2.907108e+01
3.580000e+00	-2.709936e+01
3.590000e+00	-2.523455e+01
3.600000e+00	-2.346120e+01
3.610000e+00	-2.176686e+01
3.620000e+00	-2.014171e+01
3.630000e+00	-1.857810e+01
3.640000e+00	-1.707022e+01
3.650000e+00	-1.561375e+01
3.660000e+00	-1.420555e+01
3.670000e+00	-1.284345e+01
3.680000e+00	-1.152604e+01
3.690000e+00	-1.025246e+01
3.700000e+00	-9.022329e+00
3.710000e+00	-7.835586e+00
3.720000e+00	-6.692427e+00
3.730000e+00	-5.593235e+00
3.740000e+00	-4.538528e+00
3.750000e+00	-3.528922e+00
3.760000e+00	-2.565102e+00
3.770000e+00	-1.647803e+00
3.780000e+00	-7.777858e-01
3.790000e+00	4.416845e-02
3.800000e+00	8.172754e-01
3.810000e+00	1.540757e+00
3.820000e+00	2.213850e+00
3.830000e+00	2.835822e+00
3.840000e+00	3.405977e+00
3.850000e+00	3.923669e+00
3.860000e+00	4.388317e+00
3.870000e+00	4.799408e+00
3.880000e+00	5.156515e+00
3.890000e+00	5.459302e+00
3.900000e+00	5.707532e+00
3.910000e+00	5.901076e+00
3.920000e+00	6.039910e+00
3.930000e+00	6.124119e+00
3.940000e+00	6.153894e+00
3.950000e+00	6.129528e+00
3.960000e+00	6.051402e+00
3.970000e+00	5.919980e+00
3.980000e+00	5.735793e+00
3.990000e+00	5.499422e+00
4.000000e+00	5.211484e+00
4.010000e+00	4.872613e+00
4.020000e+00	4.483443e+00
4.030000e+00	4.044593e+00
4.040000e+00	3.556649e+00
4.050000e+00	3.020155e+00
4.060000e+00	2.435605e+00
4.070000e+00	1.803433e+00
4.080000e+00	1.124021e+00
4.090000e+00	3.976972e-01
4.100000e+00	-3.752492e-01
4.110000e+00	-1.194553e+00
4.120000e+00	-2.059949e+00
4.130000e+00	-2.971147e+00
4.140000e+00	-3.927796e+00
4.150000e+00	-4.929452e+00
4.160000e+00	-5.975536e+00
4.170000e+00	-7.065301e+00
4.180000e+00	-8.197791e+00
4.190000e+00	-9.371810e+00
4.200000e+00	-1.058591e+01
4.210000e+00	-1.183836e+01
4.220000e+00	-1.312719e+01
4.230000e+00	-1.445018e+01
4.240000e+00	-1.580497e+01
4.250000e+00	-1.718911e+01
4.260000e+00	-1.860022e+01
4.270000e+00	-2.003617e+01
4.280000e+00	-2.149530e+01
4.290000e+00	-2.297673e+01
4.300000e+00	-2.448069e+01
4.310000e+00	-2.600898e+01
4.320000e+00	-2.756545e+01
4.330000e+00	-2.915658e+01
4.340000e+00	-3.079218e+01
4.350000e+00	-3.248619e+01
4.360000e+00	-3.425762e+01
4.370000e+00	-3.613170e+01
4.380000e+00	-3.814119e+01
4.390000e+00	-4.032804e+01
4.400000e+00	-4.274539e+01
4.410000e+00	-4.545997e+01
4.420000e+00	-4.855485e+01
4.430000e+00	-5.213235e+01
4.440000e+00	-5.631621e+01
4.450000e+00	-6.125087e+01
4.460000e+00	-6.709247e+01
4.470000e+00	-7.397873e+01
4.480000e+00	-8.194852e+01
4.490000e+00	-9.074717e+01
4.500000e+00	-9.939227e+01
4.510000e+00	-1.053196e+02
4.520000e+00	-1.030899e+02
4.530000e+00	-8.398155e+01
4.540000e+00	-4.143626e+01
4.550000e+00	1.745543e+01
4.560000e+00	7.067064e+01
4.570000e+00	1.018780e+02
4.580000e+00	1.120508e+02
4.590000e+00	1.098983e+02
4.600000e+00	1.026666e+02
4.610000e+00	9.429941e+01
4.620000e+00	8.648234e+01
4.630000e+00	7.976205e+01
4.640000e+00	7.419671e+01
4.650000e+00	6.976031e+01
4.660000e+00	6.606969e+01
4.670000e+00	6.306821e+01
4.680000e+00	6.061619e+01
4.690000e+00	5.858625e+01
4.700000e+00	5.687483e+01
4.710000e+00	5.539930e+01
4.720000e+00	5.409531e+01
4.730000e+00	5.291446e+01
4.740000e+00	5.182237e+01
4.750000e+00	5.079692e+01
4.760000e+00	4.982675e+01
4.770000e+00	4.890993e+01
4.780000e+00	4.805263e+01
4.790000e+00	4.726799e+01
4.800000e+00	4.657497e+01
4.810000e+00	4.599739e+01
4.820000e+00	4.556288e+01
4.830000e+00	4.530192e+01
4.840000e+00	4.524666e+01
4.850000e+00	4.542924e+01
4.860000e+00	4.587901e+01
4.870000e+00	4.661769e+01
4.880000e+00	4.765049e+01
4.890000e+00	4.895031e+01
4.900000e+00	5.042963e+01
4.910000e+00	5.189294e+01
4.920000e+00	5.296105e+01
4.930000e+00	5.296545e+01
4.940000e+00	5.084151e+01
4.950000e+00	4.513047e+01
4.960000e+00	3.432837e+01
4.970000e+00	1.782242e+01
4.980000e+00	-2.883215e+00
4.990000e+00	-2.395267e+01
5.000000e+00	-4.109274e+01
5.010000e+00	-5.192820e+01
5.020000e+00	-5.665347e+01
5.030000e+00	-5.665504e+01
5.040000e+00	-5.422221e+01
5.050000e+00	-5.047853e+01
5.060000e+00	-4.624435e+01
5.070000e+00	-4.200461e+01
5.080000e+00	-3.800475e+01
5.090000e+00	-3.434866e+01
5.100000e+00	-3.106297e+01
5.110000e+00	-2.813586e+01
5.120000e+00	-2.553875e+01
5.130000e+00	-2.323773e+01
5.140000e+00	-2.119919e+01
5.150000e+00	-1.939231e+01
5.160000e+00	-1.778992e+01
5.170000e+00	-1.636863e+01
5.180000e+00	-1.510857e+01
5.190000e+00	-1.399298e+01
5.200000e+00	-1.300779e+01
5.210000e+00	-1.214125e+01
5.220000e+00	-1.138355e+01
5.230000e+00	-1.072650e+01
5.240000e+00	-1.016329e+01
5.250000e+00	-9.688268e+00
5.260000e+00	-9.296732e+00
5.270000e+00	-8.984797e+00
5.280000e+00	-8.749253e+00
5.290000e+00	-8.587457e+00
5.300000e+00	-8.497237e+00
5.310000e+00	-8.476808e+00
5.320000e+00	-8.524705e+00
5.330000e+00	-8.639711e+00
5.340000e+00	-8.820803e+00
5.350000e+00	-9.067095e+00
5.360000e+00	-9.377786e+00
5.370000e+00	-9.752112e+00
5.380000e+00	-1.018930e+01
5.390000e+00	-1.068852e+01
5.400000e+00	-1.124885e+01
5.410000e+00	-1.186922e+01
5.420000e+00	-1.254842e+01
5.430000e+00	-1.328501e+01
5.440000e+00	-1.407739e+01
5.450000e+00	-1.492368e+01
5.460000e+00	-1.582186e+01
5.470000e+00	-1.676968e+01
5.480000e+00	-1.776479e+01
5.490000e+00	-1.880478e+01
5.500000e+00	-1.988729e+01
5.510000e+00	-2.101017e+01
5.520000e+00	-2.217167e+01
5.530000e+00	-2.337063e+01
5.540000e+00	-2.460686e+01
5.550000e+00	-2.588142e+01
5.560000e+00	-2.719706e+01
5.570000e+00	-2.855878e+01
5.580000e+00	-2.997437e+01
5.590000e+00	-3.145520e+01
5.600000e+00	-3.301704e+01
5.610000e+00	-3.468116e+01
5.620000e+00	-3.647564e+01
5.630000e+00	-3.843697e+01
5.640000e+00	-4.061222e+01
5.650000e+00	-4.306171e+01
5.660000e+00	-4.586258e+01
5.670000e+00	-4.911341e+01
5.680000e+00	-5.294018e+01
5.690000e+00	-5.750355e+01
5.700000e+00	-6.300674e+01
5.710000e+00	-6.970128e+01
5.720000e+00	-7.788181e+01
5.730000e+00	-8.784605e+01
5.740000e+00	-9.975658e+01
5.750000e+00	-1.132466e+02
5.760000e+00	-1.264212e+02
5.770000e+00	-1.339975e+02
5.780000e+00	-1.231039e+02
5.790000e+00	-7.789829e+01
5.800000e+00	8.190062e-01
5.810000e+00	7.831483e+01
5.820000e+00	1.217464e+02
5.830000e+00	1.323337e+02
5.840000e+00	1.258186e+02
5.850000e+00	1.137184e+02
5.860000e+00	1.013614e+02
5.870000e+00	9.057381e+01
5.880000e+00	8.170476e+01
5.890000e+00	7.478326e+01
5.900000e+00	6.908546e+01
5.910000e+00	6.455362e+01
5.920000e+00	6.095255e+01
5.930000e+00	5.806989e+01
5.940000e+00	5.573587e+01
5.950000e+00	5.381478e+01
5.960000e+00	5.219828e+01
5.970000e+00	5.080022e+01
5.980000e+00	4.955274e+01
5.990000e+00	4.840333e+01
6.000000e+00	4.731261e+01
6.010000e+00	4.625265e+01
6.020000e+00	4.520545e+01
6.030000e+00	4.416176e+01
6.040000e+00	4.311989e+01
6.050000e+00	4.208468e+01
6.060000e+00	4.106648e+01
6.070000e+00	4.008023e+01
6.080000e+00	3.914467e+01
6.090000e+00	3.828164e+01
6.100000e+00	3.751559e+01
6.110000e+00	3.687328e+01
6.120000e+00	3.638372e+01
6.130000e+00	3.607837e+01
6.140000e+00	3.599167e+01
6.150000e+00	3.616188e+01
6.160000e+00	3.663224e+01
6.170000e+00	3.745262e+01
6.180000e+00	3.868131e+01
6.190000e+00	4.038714e+01
6.200000e+00	4.265118e+01
6.210000e+00	4.556719e+01
6.220000e+00	4.923821e+01
6.230000e+00	5.376391e+01
6.240000e+00	5.920689e+01
6.250000e+00	6.551375e+01
6.260000e+00	7.234462e+01
6.270000e+00	7.873814e+01
6.280000e+00	8.255892e+01
6.290000e+00	7.993408e+01
6.300000e+00	6.549847e+01
6.310000e+00	3.677506e+01
6.320000e+00	-1.129636e+00
6.330000e+00	-3.587708e+01
6.340000e+00	-5.803462e+01
6.350000e+00	-6.692930e+01
6.360000e+00	-6.687328e+01
6.370000e+00	-6.229724e+01
6.380000e+00	-5.606355e+01
6.390000e+00	-4.964708e+01
6.400000e+00	-4.368663e+01
6.410000e+00	-3.839658e+01
6.420000e+00	-3.386174e+01
6.430000e+00	-2.989056e+01
6.440000e+00	-2.647374e+01
6.450000e+00	-2.353750e+01
6.460000e+00	-2.100879e+01
6.470000e+00	-1.882546e+01
6.480000e+00	-1.693580e+01
6.490000e+00	-1.529738e+01
6.500000e+00	-1.387569e+01
6.510000e+00	-1.264279e+01
6.520000e+00	-1.157615e+01
6.530000e+00	-1.065753e+01
6.540000e+00	-9.872118e+00
6.550000e+00	-9.207676e+00
6.560000e+00	-8.653806e+00
6.570000e+00	-8.201187e+00
6.580000e+00	-7.840819e+00
6.590000e+00	-7.563199e+00
6.600000e+00	-7.357446e+00
6.610000e+00	-7.210384e+00
6.620000e+00	-7.105632e+00
6.630000e+00	-7.022815e+00
6.640000e+00	-6.937051e+00
6.650000e+00	-6.818937e+00
6.660000e+00	-6.635245e+00
6.670000e+00	-6.350541e+00
6.680000e+00	-5.929797e+00
6.690000e+00	-5.341865e+00
6.700000e+00	-4.563447e+00
6.710000e+00	-3.582962e+00
6.720000e+00	-2.403571e+00
6.730000e+00	-1.044691e+00
6.740000e+00	4.584777e-01
6.750000e+00	2.057540e+00
6.760000e+00	3.695359e+00
6.770000e+00	5.311815e+00
6.780000e+00	6.850080e+00
6.790000e+00	8.262497e+00
6.800000e+00	9.515217e+00
6.810000e+00	1.059092e+01
6.820000e+00	1.148933e+01
6.830000e+00	1.222560e+01
6.840000e+00	1.282714e+01
6.850000e+00	1.332966e+01
6.860000e+00	1.377316e+01
6.870000e+00	1.419858e+01
6.880000e+00	1.464550e+01
6.890000e+00	1.515082e+01
6.900000e+00	1.574859e+01
6.910000e+00	1.647057e+01
6.920000e+00	1.734738e+01
6.930000e+00	1.841017e+01
6.940000e+00	1.969250e+01
6.950000e+00	2.123270e+01
6.960000e+00	2.307655e+01
6.970000e+00	2.528056e+01
6.980000e+00	2.791604e+01
6.990000e+00	3.107423e+01
7.000000e+00	3.487293e+01
7.010000e+00	3.946452e+01
7.020000e+00	4.504531e+01
7.030000e+00	5.186346e+01
7.040000e+00	6.021822e+01
7.050000e+00	7.042763e+01
7.060000e+00	8.270394e+01
7.070000e+00	9.677818e+01
7.080000e+00	1.109069e+02
7.090000e+00	1.199285e+02
7.100000e+00	1.106405e+02
7.110000e+00	6.608344e+01
7.120000e+00	-1.295369e+01
7.130000e+00	-8.832275e+01
7.140000e+00	-1.259005e+02
7.150000e+00	-1.298615e+02
7.160000e+00	-1.180198e+02
7.170000e+00	-1.021111e+02
7.180000e+00	-8.705158e+01
7.190000e+00	-7.426112e+01
7.200000e+00	-6.382015e+01
7.210000e+00	-5.561578e+01
7.220000e+00	-4.881380e+01
7.230000e+00	-4.333462e+01
7.240000e+00	-3.893075e+01
7.250000e+00	-3.539052e+01
7.260000e+00	-3.255339e+01
7.270000e+00	-3.029729e+01
7.280000e+00	-2.852887e+01
7.290000e+00	-2.717616e+01
7.300000e+00	-2.618284e+01
7.310000e+00	-2.550386e+01
7.320000e+00	-2.510207e+01
7.330000e+00	-2.494556e+01
7.340000e+00	-2.500560e+01
7.350000e+00	-2.525510e+01
7.360000e+00	-2.566742e+01
7.370000e+00	-2.621571e+01
7.380000e+00	-2.687255e+01
7.390000e+00	-2.761010e+01
7.400000e+00	-2.840054e+01
7.410000e+00	-2.921685e+01
7.420000e+00	-3.003369e+01
7.430000e+00	-3.082835e+01
7.440000e+00	-3.158156e+01
7.450000e+00	-3.227794e+01
7.460000e+00	-3.290612e+01
7.470000e+00	-3.345849e+01
7.480000e+00	-3.393048e+01
7.490000e+00	-3.431969e+01
7.500000e+00	-3.462485e+01
7.510000e+00	-3.484489e+01
7.520000e+00	-3.497825e+01
7.530000e+00	-3.502249e+01
7.540000e+00	-3.497445e+01
7.550000e+00	-3.483079e+01
7.560000e+00	-3.458890e+01
7.570000e+00	-3.424814e+01
7.580000e+00	-3.381112e+01
7.590000e+00	-3.328481e+01
7.600000e+00	-3.268134e+01
7.610000e+00	-3.201835e+01
7.620000e+00	-3.131868e+01
7.630000e+00	-3.060974e+01
7.640000e+00	-2.992241e+01
7.650000e+00	-2.928988e+01
7.660000e+00	-2.874656e+01
7.670000e+00	-2.832725e+01
7.680000e+00	-2.806679e+01
7.690000e+00	-2.800017e+01
7.700000e+00	-2.816316e+01
7.710000e+00	-2.859359e+01
7.720000e+00	-2.933310e+01
7.730000e+00	-3.042949e+01
7.740000e+00	-3.193970e+01
7.750000e+00	-3.393356e+01
7.760000e+00	-3.649817e+01
7.770000e+00	-3.974300e+01
7.780000e+00	-4.380494e+01
7.790000e+00	-4.885115e+01
7.800000e+00	-5.507407e+01
7.810000e+00	-6.266368e+01
7.820000e+00	-7.172038e+01
7.830000e+00	-8.202231e+01
7.840000e+00	-9.246363e+01
7.850000e+00	-9.987300e+01
7.860000e+00	-9.714534e+01
7.870000e+00	-7.300768e+01
7.880000e+00	-2.125528e+01
7.890000e+00	4.306743e+01
7.900000e+00	9.077009e+01
7.910000e+00	1.098452e+02
7.920000e+00	1.085605e+02
7.930000e+00	9.823679e+01
7.940000e+00	8.569298e+01
7.950000e+00	7.384950e+01
7.960000e+00	6.361444e+01
7.970000e+00	5.507260e+01
7.980000e+00	4.803393e+01
7.990000e+00	4.235641e+01
8.000000e+00	3.757764e+01
8.010000e+00	3.363035e+01
8.020000e+00	3.037180e+01
8.030000e+00	2.767957e+01
8.040000e+00	2.545896e+01
8.050000e+00	2.363669e+01
8.060000e+00	2.215590e+01
8.070000e+00	2.097235e+01
8.080000e+00	2.005146e+01
8.090000e+00	1.936587e+01
8.100000e+00	1.889369e+01
8.110000e+00	1.861686e+01
8.120000e+00	1.852000e+01
8.130000e+00	1.858931e+01
8.140000e+00	1.881171e+01
8.150000e+00	1.917411e+01
8.160000e+00	1.966281e+01
8.170000e+00	2.026316e+01
8.180000e+00	2.095932e+01
8.190000e+00	2.173429e+01
8.200000e+00	2.257016e+01
8.210000e+00	2.344858e+01
8.220000e+00	2.435132e+01
8.230000e+00	2.526103e+01
8.240000e+00	2.616191e+01
8.250000e+00	2.704034e+01
