"(No Title)"
	"2026-05-"	"4 15:31:57"

" Result ID"	"Result Type"	"I Marker ID"	"J Marker ID"	"Result Title"
"REV1_Ang_Acc"	"  Variable"	"     (N/A)"	"     (N/A)"	"(No Comment)"

".MODEL_1.Last_Run.REV1_Ang_Acc.TIME"	".MODEL_1.Last_Run.REV1_Ang_Acc.Q"
1.200000e+00	1.850153e+01
1.210000e+00	1.834994e+01
1.220000e+00	1.827509e+01
1.230000e+00	1.827140e+01
1.240000e+00	1.833076e+01
1.250000e+00	1.844187e+01
1.260000e+00	1.858931e+01
1.270000e+00	1.875256e+01
1.280000e+00	1.890515e+01
1.290000e+00	1.901390e+01
1.300000e+00	1.903883e+01
1.310000e+00	1.893391e+01
1.320000e+00	1.864927e+01
1.330000e+00	1.813517e+01
1.340000e+00	1.734794e+01
1.350000e+00	1.625724e+01
1.360000e+00	1.485356e+01
1.370000e+00	1.315380e+01
1.380000e+00	1.120297e+01
1.390000e+00	9.070443e+00
1.400000e+00	6.841070e+00
1.410000e+00	4.603201e+00
1.420000e+00	2.436704e+00
1.430000e+00	4.039563e-01
1.440000e+00	-1.454605e+00
1.450000e+00	-3.120409e+00
1.460000e+00	-4.593413e+00
1.470000e+00	-5.887199e+00
1.480000e+00	-7.023912e+00
1.490000e+00	-8.029965e+00
1.500000e+00	-8.932837e+00
1.510000e+00	-9.758979e+00
1.520000e+00	-1.053260e+01
1.530000e+00	-1.127513e+01
1.540000e+00	-1.200506e+01
1.550000e+00	-1.273807e+01
1.560000e+00	-1.348726e+01
1.570000e+00	-1.426338e+01
1.580000e+00	-1.507516e+01
1.590000e+00	-1.592948e+01
1.600000e+00	-1.683158e+01
1.610000e+00	-1.778521e+01
1.620000e+00	-1.879275e+01
1.630000e+00	-1.985526e+01
1.640000e+00	-2.097262e+01
1.650000e+00	-2.214354e+01
1.660000e+00	-2.336567e+01
1.670000e+00	-2.463571e+01
1.680000e+00	-2.594954e+01
1.690000e+00	-2.730247e+01
1.700000e+00	-2.868946e+01
1.710000e+00	-3.010548e+01
1.720000e+00	-3.154595e+01
1.730000e+00	-3.300724e+01
1.740000e+00	-3.448731e+01
1.750000e+00	-3.598635e+01
1.760000e+00	-3.750763e+01
1.770000e+00	-3.905834e+01
1.780000e+00	-4.065056e+01
1.790000e+00	-4.230238e+01
1.800000e+00	-4.403899e+01
1.810000e+00	-4.589410e+01
1.820000e+00	-4.791133e+01
1.830000e+00	-5.014586e+01
1.840000e+00	-5.266612e+01
1.850000e+00	-5.555522e+01
1.860000e+00	-5.891155e+01
1.870000e+00	-6.284676e+01
1.880000e+00	-6.747722e+01
1.890000e+00	-7.290066e+01
1.900000e+00	-7.913958e+01
1.910000e+00	-8.601427e+01
1.920000e+00	-9.287545e+01
1.930000e+00	-9.809493e+01
1.940000e+00	-9.828562e+01
1.950000e+00	-8.775913e+01
1.960000e+00	-6.019536e+01
1.970000e+00	-1.506331e+01
1.980000e+00	3.581496e+01
1.990000e+00	7.515590e+01
2.000000e+00	9.554691e+01
2.010000e+00	1.007882e+02
2.020000e+00	9.762766e+01
2.030000e+00	9.122893e+01
2.040000e+00	8.431036e+01
2.050000e+00	7.789069e+01
2.060000e+00	7.225262e+01
2.070000e+00	6.742472e+01
2.080000e+00	6.333592e+01
2.090000e+00	5.987732e+01
2.100000e+00	5.693554e+01
2.110000e+00	5.440671e+01
2.120000e+00	5.220064e+01
2.130000e+00	5.024160e+01
2.140000e+00	4.846763e+01
2.150000e+00	4.682924e+01
2.160000e+00	4.528795e+01
2.170000e+00	4.381496e+01
2.180000e+00	4.238980e+01
2.190000e+00	4.099915e+01
2.200000e+00	3.963569e+01
2.210000e+00	3.829708e+01
2.220000e+00	3.698490e+01
2.230000e+00	3.570379e+01
2.240000e+00	3.446057e+01
2.250000e+00	3.326346e+01
2.260000e+00	3.212145e+01
2.270000e+00	3.104365e+01
2.280000e+00	3.003877e+01
2.290000e+00	2.911462e+01
2.300000e+00	2.827763e+01
2.310000e+00	2.753229e+01
2.320000e+00	2.688052e+01
2.330000e+00	2.632077e+01
2.340000e+00	2.584681e+01
2.350000e+00	2.544596e+01
2.360000e+00	2.509663e+01
2.370000e+00	2.476491e+01
2.380000e+00	2.440001e+01
2.390000e+00	2.392853e+01
2.400000e+00	2.324817e+01
2.410000e+00	2.222213e+01
2.420000e+00	2.067783e+01
2.430000e+00	1.841563e+01
2.440000e+00	1.523615e+01
2.450000e+00	1.099344e+01
2.460000e+00	5.672059e+00
2.470000e+00	-5.354279e-01
2.480000e+00	-7.197913e+00
2.490000e+00	-1.370902e+01
2.500000e+00	-1.944308e+01
2.510000e+00	-2.393319e+01
2.520000e+00	-2.697788e+01
2.530000e+00	-2.863475e+01
2.540000e+00	-2.913340e+01
2.550000e+00	-2.877052e+01
2.560000e+00	-2.783162e+01
2.570000e+00	-2.655170e+01
2.580000e+00	-2.510580e+01
2.590000e+00	-2.361525e+01
2.600000e+00	-2.215945e+01
2.610000e+00	-2.078736e+01
2.620000e+00	-1.952710e+01
2.630000e+00	-1.839295e+01
2.640000e+00	-1.739041e+01
2.650000e+00	-1.651957e+01
2.660000e+00	-1.577739e+01
2.670000e+00	-1.515918e+01
2.680000e+00	-1.465948e+01
2.690000e+00	-1.427269e+01
2.700000e+00	-1.399336e+01
2.710000e+00	-1.381642e+01
2.720000e+00	-1.373725e+01
2.730000e+00	-1.375172e+01
2.740000e+00	-1.385615e+01
2.750000e+00	-1.404739e+01
2.760000e+00	-1.432266e+01
2.770000e+00	-1.467963e+01
2.780000e+00	-1.511630e+01
2.790000e+00	-1.563103e+01
2.800000e+00	-1.622253e+01
2.810000e+00	-1.688980e+01
2.820000e+00	-1.763220e+01
2.830000e+00	-1.844946e+01
2.840000e+00	-1.934174e+01
2.850000e+00	-2.030971e+01
2.860000e+00	-2.135465e+01
2.870000e+00	-2.247864e+01
2.880000e+00	-2.368471e+01
2.890000e+00	-2.497714e+01
2.900000e+00	-2.636171e+01
2.910000e+00	-2.784615e+01
2.920000e+00	-2.944051e+01
2.930000e+00	-3.115773e+01
2.940000e+00	-3.301423e+01
2.950000e+00	-3.503053e+01
2.960000e+00	-3.723189e+01
2.970000e+00	-3.964881e+01
2.980000e+00	-4.231713e+01
2.990000e+00	-4.527719e+01
3.000000e+00	-4.857118e+01
3.010000e+00	-5.223658e+01
3.020000e+00	-5.629236e+01
3.030000e+00	-6.071113e+01
3.040000e+00	-6.536597e+01
3.050000e+00	-6.993373e+01
3.060000e+00	-7.373292e+01
3.070000e+00	-7.549209e+01
3.080000e+00	-7.313573e+01
3.090000e+00	-6.391469e+01
3.100000e+00	-4.550538e+01
3.110000e+00	-1.830702e+01
3.120000e+00	1.285922e+01
3.130000e+00	4.075073e+01
3.140000e+00	6.039151e+01
3.150000e+00	7.120059e+01
3.160000e+00	7.536886e+01
3.170000e+00	7.559552e+01
3.180000e+00	7.392016e+01
3.190000e+00	7.154173e+01
3.200000e+00	6.906815e+01
3.210000e+00	6.678049e+01
3.220000e+00	6.479085e+01
3.230000e+00	6.312452e+01
3.240000e+00	6.176477e+01
3.250000e+00	6.067755e+01
3.260000e+00	5.982472e+01
3.270000e+00	5.917130e+01
3.280000e+00	5.868927e+01
3.290000e+00	5.835973e+01
3.300000e+00	5.817401e+01
3.310000e+00	5.813419e+01
3.320000e+00	5.825339e+01
3.330000e+00	5.855572e+01
3.340000e+00	5.907609e+01
3.350000e+00	5.985955e+01
3.360000e+00	6.095999e+01
3.370000e+00	6.243718e+01
3.380000e+00	6.435064e+01
3.390000e+00	6.674684e+01
3.400000e+00	6.963355e+01
3.410000e+00	7.292958e+01
3.420000e+00	7.637050e+01
3.430000e+00	7.934377e+01
3.440000e+00	8.063759e+01
3.450000e+00	7.817165e+01
3.460000e+00	6.903574e+01
3.470000e+00	5.055768e+01
3.480000e+00	2.285741e+01
3.490000e+00	-8.959558e+00
3.500000e+00	-3.684837e+01
3.510000e+00	-5.534014e+01
3.520000e+00	-6.405716e+01
3.530000e+00	-6.567499e+01
3.540000e+00	-6.327424e+01
3.550000e+00	-5.907972e+01
3.560000e+00	-5.433324e+01
3.570000e+00	-4.962705e+01
3.580000e+00	-4.521737e+01
3.590000e+00	-4.119654e+01
3.600000e+00	-3.757645e+01
3.610000e+00	-3.433183e+01
3.620000e+00	-3.142309e+01
3.630000e+00	-2.880747e+01
3.640000e+00	-2.644422e+01
3.650000e+00	-2.429679e+01
3.660000e+00	-2.233350e+01
3.670000e+00	-2.052742e+01
3.680000e+00	-1.885596e+01
3.690000e+00	-1.730035e+01
3.700000e+00	-1.584509e+01
3.710000e+00	-1.447748e+01
3.720000e+00	-1.318715e+01
3.730000e+00	-1.196568e+01
3.740000e+00	-1.080626e+01
3.750000e+00	-9.703433e+00
3.760000e+00	-8.652832e+00
3.770000e+00	-7.650986e+00
3.780000e+00	-6.695153e+00
3.790000e+00	-5.783169e+00
3.800000e+00	-4.913338e+00
3.810000e+00	-4.084325e+00
3.820000e+00	-3.295082e+00
3.830000e+00	-2.544776e+00
3.840000e+00	-1.832743e+00
3.850000e+00	-1.158442e+00
3.860000e+00	-5.214245e-01
3.870000e+00	7.869163e-02
3.880000e+00	6.422408e-01
3.890000e+00	1.169525e+00
3.900000e+00	1.660822e+00
3.910000e+00	2.116398e+00
3.920000e+00	2.536503e+00
3.930000e+00	2.921380e+00
3.940000e+00	3.271255e+00
3.950000e+00	3.586344e+00
3.960000e+00	3.866841e+00
3.970000e+00	4.112929e+00
3.980000e+00	4.324777e+00
3.990000e+00	4.502565e+00
4.000000e+00	4.646504e+00
4.010000e+00	4.756880e+00
4.020000e+00	4.834112e+00
4.030000e+00	4.878826e+00
4.040000e+00	4.891952e+00
4.050000e+00	4.874839e+00
4.060000e+00	4.829403e+00
4.070000e+00	4.758292e+00
4.080000e+00	4.665090e+00
4.090000e+00	4.554532e+00
4.100000e+00	4.432736e+00
4.110000e+00	4.307414e+00
4.120000e+00	4.188040e+00
4.130000e+00	4.085924e+00
4.140000e+00	4.014145e+00
4.150000e+00	3.987311e+00
4.160000e+00	4.021111e+00
4.170000e+00	4.131637e+00
4.180000e+00	4.334502e+00
4.190000e+00	4.643767e+00
4.200000e+00	5.070764e+00
4.210000e+00	5.622898e+00
4.220000e+00	6.302575e+00
4.230000e+00	7.106412e+00
4.240000e+00	8.024854e+00
4.250000e+00	9.042332e+00
4.260000e+00	1.013801e+01
4.270000e+00	1.128713e+01
4.280000e+00	1.246288e+01
4.290000e+00	1.363862e+01
4.300000e+00	1.479033e+01
4.310000e+00	1.589892e+01
4.320000e+00	1.695217e+01
4.330000e+00	1.794601e+01
4.340000e+00	1.888513e+01
4.350000e+00	1.978276e+01
4.360000e+00	2.065985e+01
4.370000e+00	2.154394e+01
4.380000e+00	2.246797e+01
4.390000e+00	2.346935e+01
4.400000e+00	2.458949e+01
4.410000e+00	2.587408e+01
4.420000e+00	2.737401e+01
4.430000e+00	2.914730e+01
4.440000e+00	3.126202e+01
4.450000e+00	3.380039e+01
4.460000e+00	3.686455e+01
4.470000e+00	4.058431e+01
4.480000e+00	4.512776e+01
4.490000e+00	5.071526e+01
4.500000e+00	5.763713e+01
4.510000e+00	6.627323e+01
4.520000e+00	7.710500e+01
4.530000e+00	9.068791e+01
4.540000e+00	1.074838e+02
4.550000e+00	1.272583e+02
4.560000e+00	1.472657e+02
4.570000e+00	1.577439e+02
4.580000e+00	1.354147e+02
4.590000e+00	5.268405e+01
4.600000e+00	-5.417178e+01
4.610000e+00	-1.400542e+02
4.620000e+00	-1.643094e+02
4.630000e+00	-1.510918e+02
4.640000e+00	-1.441096e+02
4.650000e+00	-9.077943e+01
4.660000e+00	-9.207160e+01
4.670000e+00	-7.215359e+01
4.680000e+00	-6.353025e+01
4.690000e+00	-5.493840e+01
4.700000e+00	-4.753836e+01
4.710000e+00	-4.161666e+01
4.720000e+00	-3.667697e+01
4.730000e+00	-3.246153e+01
4.740000e+00	-2.885220e+01
4.750000e+00	-2.573374e+01
4.760000e+00	-2.301014e+01
4.770000e+00	-2.061232e+01
4.780000e+00	-1.848813e+01
4.790000e+00	-1.659760e+01
4.800000e+00	-1.491145e+01
4.810000e+00	-1.340922e+01
4.820000e+00	-1.207765e+01
4.830000e+00	-1.090934e+01
4.840000e+00	-9.901427e+00
4.850000e+00	-9.053905e+00
4.860000e+00	-8.367602e+00
4.870000e+00	-7.841657e+00
4.880000e+00	-7.470632e+00
4.890000e+00	-7.241598e+00
4.900000e+00	-7.131808e+00
4.910000e+00	-7.107713e+00
4.920000e+00	-7.126034e+00
4.930000e+00	-7.137184e+00
4.940000e+00	-7.090684e+00
4.950000e+00	-6.941389e+00
4.960000e+00	-6.654985e+00
4.970000e+00	-6.211318e+00
4.980000e+00	-5.604904e+00
4.990000e+00	-4.842920e+00
5.000000e+00	-3.941659e+00
5.010000e+00	-2.922568e+00
5.020000e+00	-1.808720e+00
5.030000e+00	-6.221650e-01
5.040000e+00	6.177995e-01
5.050000e+00	1.895552e+00
5.060000e+00	3.199490e+00
5.070000e+00	4.522013e+00
5.080000e+00	5.859299e+00
5.090000e+00	7.211015e+00
5.100000e+00	8.580044e+00
5.110000e+00	9.972291e+00
5.120000e+00	1.139658e+01
5.130000e+00	1.286471e+01
5.140000e+00	1.439159e+01
5.150000e+00	1.599562e+01
5.160000e+00	1.769925e+01
5.170000e+00	1.952972e+01
5.180000e+00	2.152019e+01
5.190000e+00	2.371120e+01
5.200000e+00	2.615271e+01
5.210000e+00	2.890670e+01
5.220000e+00	3.205078e+01
5.230000e+00	3.568270e+01
5.240000e+00	3.992625e+01
5.250000e+00	4.493816e+01
5.260000e+00	5.091522e+01
5.270000e+00	5.809809e+01
5.280000e+00	6.676212e+01
5.290000e+00	7.716866e+01
5.300000e+00	8.940914e+01
5.310000e+00	1.029765e+02
5.320000e+00	1.157116e+02
5.330000e+00	1.216454e+02
5.340000e+00	1.084358e+02
5.350000e+00	6.097436e+01
5.360000e+00	-1.753115e+01
5.370000e+00	-7.833160e+01
5.380000e+00	-1.219679e+02
5.390000e+00	-1.302831e+02
5.400000e+00	-1.213649e+02
5.410000e+00	-1.178590e+02
5.420000e+00	-8.412179e+01
5.430000e+00	-8.482697e+01
5.440000e+00	-7.209031e+01
5.450000e+00	-6.661180e+01
5.460000e+00	-6.129248e+01
5.470000e+00	-5.689831e+01
5.480000e+00	-5.360154e+01
5.490000e+00	-5.107407e+01
5.500000e+00	-4.913520e+01
5.510000e+00	-4.768424e+01
5.520000e+00	-4.662027e+01
5.530000e+00	-4.585363e+01
5.540000e+00	-4.531048e+01
5.550000e+00	-4.492738e+01
5.560000e+00	-4.464901e+01
5.570000e+00	-4.442777e+01
5.580000e+00	-4.422331e+01
5.590000e+00	-4.400216e+01
5.600000e+00	-4.373762e+01
5.610000e+00	-4.340971e+01
5.620000e+00	-4.300507e+01
5.630000e+00	-4.251679e+01
5.640000e+00	-4.194416e+01
5.650000e+00	-4.129233e+01
5.660000e+00	-4.057183e+01
5.670000e+00	-3.979801e+01
5.680000e+00	-3.899043e+01
5.690000e+00	-3.817212e+01
5.700000e+00	-3.736891e+01
5.710000e+00	-3.660875e+01
5.720000e+00	-3.592113e+01
5.730000e+00	-3.533669e+01
5.740000e+00	-3.488704e+01
5.750000e+00	-3.460471e+01
5.760000e+00	-3.452348e+01
5.770000e+00	-3.467883e+01
5.780000e+00	-3.510860e+01
5.790000e+00	-3.585370e+01
5.800000e+00	-3.695849e+01
5.810000e+00	-3.847057e+01
5.820000e+00	-4.043870e+01
5.830000e+00	-4.290703e+01
5.840000e+00	-4.590182e+01
5.850000e+00	-4.940315e+01
5.860000e+00	-5.328844e+01
5.870000e+00	-5.722523e+01
5.880000e+00	-6.048379e+01
5.890000e+00	-6.165848e+01
5.900000e+00	-5.840434e+01
5.910000e+00	-4.763394e+01
5.920000e+00	-2.705036e+01
5.930000e+00	1.802097e+00
5.940000e+00	3.197511e+01
5.950000e+00	5.509981e+01
5.960000e+00	6.740002e+01
5.970000e+00	7.040342e+01
5.980000e+00	6.767666e+01
5.990000e+00	6.233393e+01
6.000000e+00	5.626802e+01
6.010000e+00	5.037179e+01
6.020000e+00	4.499308e+01
6.030000e+00	4.023478e+01
6.040000e+00	3.609238e+01
6.050000e+00	3.251600e+01
6.060000e+00	2.944131e+01
6.070000e+00	2.680399e+01
6.080000e+00	2.454555e+01
6.090000e+00	2.261530e+01
6.100000e+00	2.097037e+01
6.110000e+00	1.957511e+01
6.120000e+00	1.840008e+01
6.130000e+00	1.742113e+01
6.140000e+00	1.661846e+01
6.150000e+00	1.597589e+01
6.160000e+00	1.548015e+01
6.170000e+00	1.512036e+01
6.180000e+00	1.488749e+01
6.190000e+00	1.477400e+01
6.200000e+00	1.477345e+01
6.210000e+00	1.488022e+01
6.220000e+00	1.508924e+01
6.230000e+00	1.539572e+01
6.240000e+00	1.579497e+01
6.250000e+00	1.628223e+01
6.260000e+00	1.685249e+01
6.270000e+00	1.750037e+01
6.280000e+00	1.822006e+01
6.290000e+00	1.900522e+01
6.300000e+00	1.984898e+01
6.310000e+00	2.074395e+01
6.320000e+00	2.168226e+01
6.330000e+00	2.265562e+01
6.340000e+00	2.365543e+01
6.350000e+00	2.467290e+01
6.360000e+00	2.569919e+01
6.370000e+00	2.672560e+01
6.380000e+00	2.774372e+01
6.390000e+00	2.874571e+01
6.400000e+00	2.972457e+01
6.410000e+00	3.067444e+01
6.420000e+00	3.159101e+01
6.430000e+00	3.247200e+01
6.440000e+00	3.331761e+01
6.450000e+00	3.413118e+01
6.460000e+00	3.491974e+01
6.470000e+00	3.569465e+01
6.480000e+00	3.647226e+01
6.490000e+00	3.727454e+01
6.500000e+00	3.812973e+01
6.510000e+00	3.907315e+01
6.520000e+00	4.014806e+01
6.530000e+00	4.140695e+01
6.540000e+00	4.291327e+01
6.550000e+00	4.474390e+01
6.560000e+00	4.699270e+01
6.570000e+00	4.977543e+01
6.580000e+00	5.323632e+01
6.590000e+00	5.755659e+01
6.600000e+00	6.296395e+01
6.610000e+00	6.974052e+01
6.620000e+00	7.821922e+01
6.630000e+00	8.874163e+01
6.640000e+00	1.015030e+02
6.650000e+00	1.160936e+02
6.660000e+00	1.302973e+02
6.670000e+00	1.374578e+02
6.680000e+00	1.229812e+02
6.690000e+00	6.824070e+01
6.700000e+00	-2.233440e+01
6.710000e+00	-8.936608e+01
6.720000e+00	-1.321564e+02
6.730000e+00	-1.380883e+02
6.740000e+00	-1.255172e+02
6.750000e+00	-1.202109e+02
6.760000e+00	-8.292137e+01
6.770000e+00	-8.314356e+01
6.780000e+00	-6.887987e+01
6.790000e+00	-6.228193e+01
6.800000e+00	-5.581275e+01
6.810000e+00	-5.021322e+01
6.820000e+00	-4.569624e+01
6.830000e+00	-4.192288e+01
6.840000e+00	-3.870619e+01
6.850000e+00	-3.595511e+01
6.860000e+00	-3.358063e+01
6.870000e+00	-3.150657e+01
6.880000e+00	-2.967538e+01
6.890000e+00	-2.804146e+01
6.900000e+00	-2.656783e+01
6.910000e+00	-2.522490e+01
6.920000e+00	-2.398910e+01
6.930000e+00	-2.284175e+01
6.940000e+00	-2.176812e+01
6.950000e+00	-2.075678e+01
6.960000e+00	-1.979902e+01
6.970000e+00	-1.888836e+01
6.980000e+00	-1.802012e+01
6.990000e+00	-1.719108e+01
7.000000e+00	-1.639917e+01
7.010000e+00	-1.564321e+01
7.020000e+00	-1.492272e+01
7.030000e+00	-1.423771e+01
7.040000e+00	-1.358854e+01
7.050000e+00	-1.297580e+01
7.060000e+00	-1.240020e+01
7.070000e+00	-1.186246e+01
7.080000e+00	-1.136329e+01
7.090000e+00	-1.090331e+01
7.100000e+00	-1.048302e+01
7.110000e+00	-1.010286e+01
7.120000e+00	-9.763159e+00
7.130000e+00	-9.464161e+00
7.140000e+00	-9.206051e+00
7.150000e+00	-8.988949e+00
7.160000e+00	-8.812914e+00
7.170000e+00	-8.677941e+00
7.180000e+00	-8.583969e+00
7.190000e+00	-8.530887e+00
7.200000e+00	-8.518552e+00
7.210000e+00	-8.546801e+00
7.220000e+00	-8.615470e+00
7.230000e+00	-8.724403e+00
7.240000e+00	-8.873445e+00
7.250000e+00	-9.062437e+00
7.260000e+00	-9.291197e+00
7.270000e+00	-9.559508e+00
7.280000e+00	-9.867098e+00
7.290000e+00	-1.021363e+01
7.300000e+00	-1.059870e+01
7.310000e+00	-1.102182e+01
7.320000e+00	-1.148241e+01
7.330000e+00	-1.197979e+01
7.340000e+00	-1.251317e+01
7.350000e+00	-1.308164e+01
7.360000e+00	-1.368415e+01
7.370000e+00	-1.431959e+01
7.380000e+00	-1.498674e+01
7.390000e+00	-1.568441e+01
7.400000e+00	-1.641150e+01
7.410000e+00	-1.716711e+01
7.420000e+00	-1.795070e+01
7.430000e+00	-1.876229e+01
7.440000e+00	-1.960269e+01
7.450000e+00	-2.047371e+01
7.460000e+00	-2.137854e+01
7.470000e+00	-2.232203e+01
7.480000e+00	-2.331113e+01
7.490000e+00	-2.435533e+01
7.500000e+00	-2.546717e+01
7.510000e+00	-2.666287e+01
7.520000e+00	-2.796306e+01
7.530000e+00	-2.939371e+01
7.540000e+00	-3.098732e+01
7.550000e+00	-3.278444e+01
7.560000e+00	-3.483574e+01
7.570000e+00	-3.720473e+01
7.580000e+00	-3.997150e+01
7.590000e+00	-4.323766e+01
7.600000e+00	-4.713294e+01
7.610000e+00	-5.182370e+01
7.620000e+00	-5.752295e+01
7.630000e+00	-6.450031e+01
7.640000e+00	-7.308486e+01
7.650000e+00	-8.364142e+01
7.660000e+00	-9.646456e+01
7.670000e+00	-1.114436e+02
7.680000e+00	-1.271415e+02
7.690000e+00	-1.386106e+02
7.700000e+00	-1.337044e+02
7.710000e+00	-9.294483e+01
7.720000e+00	-9.438502e+00
7.730000e+00	6.571870e+01
7.740000e+00	1.238091e+02
7.750000e+00	1.388117e+02
7.760000e+00	1.296493e+02
7.770000e+00	1.260031e+02
7.780000e+00	8.735621e+01
7.790000e+00	8.809560e+01
7.800000e+00	7.347338e+01
7.810000e+00	6.692719e+01
7.820000e+00	6.055630e+01
7.830000e+00	5.512929e+01
7.840000e+00	5.086913e+01
7.850000e+00	4.741429e+01
7.860000e+00	4.456199e+01
7.870000e+00	4.220949e+01
7.880000e+00	4.025584e+01
7.890000e+00	3.861318e+01
7.900000e+00	3.721307e+01
7.910000e+00	3.599966e+01
7.920000e+00	3.492632e+01
7.930000e+00	3.395466e+01
7.940000e+00	3.305338e+01
7.950000e+00	3.219721e+01
7.960000e+00	3.136618e+01
7.970000e+00	3.054499e+01
7.980000e+00	2.972248e+01
7.990000e+00	2.889103e+01
8.000000e+00	2.804610e+01
8.010000e+00	2.718570e+01
8.020000e+00	2.630997e+01
8.030000e+00	2.542070e+01
8.040000e+00	2.452100e+01
8.050000e+00	2.361497e+01
8.060000e+00	2.270740e+01
8.070000e+00	2.180354e+01
8.080000e+00	2.090894e+01
8.090000e+00	2.002926e+01
8.100000e+00	1.917018e+01
8.110000e+00	1.833729e+01
8.120000e+00	1.753603e+01
8.130000e+00	1.677161e+01
8.140000e+00	1.604898e+01
8.150000e+00	1.537278e+01
8.160000e+00	1.474733e+01
8.170000e+00	1.417661e+01
8.180000e+00	1.366426e+01
8.190000e+00	1.321360e+01
8.200000e+00	1.282765e+01
8.210000e+00	1.250920e+01
8.220000e+00	1.226083e+01
8.230000e+00	1.208500e+01
8.240000e+00	1.198415e+01
8.250000e+00	1.196079e+01
8.260000e+00	1.201757e+01
