"(No Title)"
	"2026-04-"	"8 11:14:46"

" Result ID"	"Result Type"	"I Marker ID"	"J Marker ID"	"Result Title"
"JOINT_2_Hinge1"	"  Variable"	"     (N/A)"	"     (N/A)"	"(No Comment)"

".pendulum.Last_Run.JOINT_2_Hinge1.TIME"	".pendulum.Last_Run.JOINT_2_Hinge1.Q"
1.140000e+00	2.194479e+01
1.150000e+00	2.143302e+01
1.160000e+00	2.101376e+01
1.170000e+00	2.068532e+01
1.180000e+00	2.044484e+01
1.190000e+00	2.028783e+01
1.200000e+00	2.020754e+01
1.210000e+00	2.019415e+01
1.220000e+00	2.023383e+01
1.230000e+00	2.030759e+01
1.240000e+00	2.039010e+01
1.250000e+00	2.044860e+01
1.260000e+00	2.044222e+01
1.270000e+00	2.032218e+01
1.280000e+00	2.003346e+01
1.290000e+00	1.951856e+01
1.300000e+00	1.872381e+01
1.310000e+00	1.760798e+01
1.320000e+00	1.615197e+01
1.330000e+00	1.436724e+01
1.340000e+00	1.229987e+01
1.350000e+00	1.002772e+01
1.360000e+00	7.650227e+00
1.370000e+00	5.273232e+00
1.380000e+00	2.992960e+00
1.390000e+00	8.838007e-01
1.400000e+00	-1.007663e+00
1.410000e+00	-2.662316e+00
1.420000e+00	-4.083751e+00
1.430000e+00	-5.291568e+00
1.440000e+00	-6.314746e+00
1.450000e+00	-7.186249e+00
1.460000e+00	-7.939238e+00
1.470000e+00	-8.604756e+00
1.480000e+00	-9.210546e+00
1.490000e+00	-9.780658e+00
1.500000e+00	-1.033551e+01
1.510000e+00	-1.089220e+01
1.520000e+00	-1.146491e+01
1.530000e+00	-1.206533e+01
1.540000e+00	-1.270306e+01
1.550000e+00	-1.338588e+01
1.560000e+00	-1.412001e+01
1.570000e+00	-1.491034e+01
1.580000e+00	-1.576051e+01
1.590000e+00	-1.667298e+01
1.600000e+00	-1.764911e+01
1.610000e+00	-1.868912e+01
1.620000e+00	-1.979212e+01
1.630000e+00	-2.095610e+01
1.640000e+00	-2.217792e+01
1.650000e+00	-2.345338e+01
1.660000e+00	-2.477724e+01
1.670000e+00	-2.614343e+01
1.680000e+00	-2.754519e+01
1.690000e+00	-2.897540e+01
1.700000e+00	-3.042692e+01
1.710000e+00	-3.189313e+01
1.720000e+00	-3.336844e+01
1.730000e+00	-3.484901e+01
1.740000e+00	-3.633348e+01
1.750000e+00	-3.782389e+01
1.760000e+00	-3.932657e+01
1.770000e+00	-4.085320e+01
1.780000e+00	-4.242194e+01
1.790000e+00	-4.405869e+01
1.800000e+00	-4.579853e+01
1.810000e+00	-4.768737e+01
1.820000e+00	-4.978401e+01
1.830000e+00	-5.216251e+01
1.840000e+00	-5.491514e+01
1.850000e+00	-5.815561e+01
1.860000e+00	-6.202200e+01
1.870000e+00	-6.667772e+01
1.880000e+00	-7.230553e+01
1.890000e+00	-7.908331e+01
1.900000e+00	-8.711404e+01
1.910000e+00	-9.624793e+01
1.920000e+00	-1.056666e+02
1.930000e+00	-1.130113e+02
1.940000e+00	-1.129363e+02
1.950000e+00	-9.613832e+01
1.960000e+00	-5.332730e+01
1.970000e+00	1.138987e+01
1.980000e+00	7.288215e+01
1.990000e+00	1.076249e+02
2.000000e+00	1.161940e+02
2.010000e+00	1.113883e+02
2.020000e+00	1.023430e+02
2.030000e+00	9.291055e+01
2.040000e+00	8.438072e+01
2.050000e+00	7.707608e+01
2.060000e+00	7.096736e+01
2.070000e+00	6.590586e+01
2.080000e+00	6.171546e+01
2.090000e+00	5.822857e+01
2.100000e+00	5.529825e+01
2.110000e+00	5.280051e+01
2.120000e+00	5.063291e+01
2.130000e+00	4.871201e+01
2.140000e+00	4.697066e+01
2.150000e+00	4.535570e+01
2.160000e+00	4.382592e+01
2.170000e+00	4.235035e+01
2.180000e+00	4.090681e+01
2.190000e+00	3.948058e+01
2.200000e+00	3.806325e+01
2.210000e+00	3.665159e+01
2.220000e+00	3.524656e+01
2.230000e+00	3.385236e+01
2.240000e+00	3.247555e+01
2.250000e+00	3.112425e+01
2.260000e+00	2.980751e+01
2.270000e+00	2.853466e+01
2.280000e+00	2.731486e+01
2.290000e+00	2.615673e+01
2.300000e+00	2.506801e+01
2.310000e+00	2.405538e+01
2.320000e+00	2.312427e+01
2.330000e+00	2.227872e+01
2.340000e+00	2.152122e+01
2.350000e+00	2.085251e+01
2.360000e+00	2.027127e+01
2.370000e+00	1.977370e+01
2.380000e+00	1.935280e+01
2.390000e+00	1.899741e+01
2.400000e+00	1.869078e+01
2.410000e+00	1.840863e+01
2.420000e+00	1.811661e+01
2.430000e+00	1.776704e+01
2.440000e+00	1.729527e+01
2.450000e+00	1.661619e+01
2.460000e+00	1.562217e+01
2.470000e+00	1.418512e+01
2.480000e+00	1.216636e+01
2.490000e+00	9.438894e+00
2.500000e+00	5.924777e+00
2.510000e+00	1.643615e+00
2.520000e+00	-3.243917e+00
2.530000e+00	-8.424572e+00
2.540000e+00	-1.347697e+01
2.550000e+00	-1.796923e+01
2.560000e+00	-2.157041e+01
2.570000e+00	-2.412213e+01
2.580000e+00	-2.564244e+01
2.590000e+00	-2.627591e+01
2.600000e+00	-2.622624e+01
2.610000e+00	-2.570135e+01
2.620000e+00	-2.488167e+01
2.630000e+00	-2.390862e+01
2.640000e+00	-2.288534e+01
2.650000e+00	-2.188288e+01
2.660000e+00	-2.094765e+01
2.670000e+00	-2.010831e+01
2.680000e+00	-1.938119e+01
2.690000e+00	-1.877436e+01
2.700000e+00	-1.829064e+01
2.710000e+00	-1.792952e+01
2.720000e+00	-1.768864e+01
2.730000e+00	-1.756461e+01
2.740000e+00	-1.755366e+01
2.750000e+00	-1.765199e+01
2.760000e+00	-1.785602e+01
2.770000e+00	-1.816254e+01
2.780000e+00	-1.856876e+01
2.790000e+00	-1.907243e+01
2.800000e+00	-1.967185e+01
2.810000e+00	-2.036591e+01
2.820000e+00	-2.115419e+01
2.830000e+00	-2.203699e+01
2.840000e+00	-2.301548e+01
2.850000e+00	-2.409178e+01
2.860000e+00	-2.526917e+01
2.870000e+00	-2.655228e+01
2.880000e+00	-2.794735e+01
2.890000e+00	-2.946248e+01
2.900000e+00	-3.110793e+01
2.910000e+00	-3.289639e+01
2.920000e+00	-3.484315e+01
2.930000e+00	-3.696604e+01
2.940000e+00	-3.928491e+01
2.950000e+00	-4.182018e+01
2.960000e+00	-4.458977e+01
2.970000e+00	-4.760289e+01
2.980000e+00	-5.084858e+01
2.990000e+00	-5.427488e+01
3.000000e+00	-5.775273e+01
3.010000e+00	-6.101632e+01
3.020000e+00	-6.357256e+01
3.030000e+00	-6.458476e+01
3.040000e+00	-6.277883e+01
3.050000e+00	-5.651505e+01
3.060000e+00	-4.427644e+01
3.070000e+00	-2.571908e+01
3.080000e+00	-2.770832e+00
3.090000e+00	2.052787e+01
3.100000e+00	4.001984e+01
3.110000e+00	5.359706e+01
3.120000e+00	6.153887e+01
3.130000e+00	6.534279e+01
3.140000e+00	6.657862e+01
3.150000e+00	6.641396e+01
3.160000e+00	6.559039e+01
3.170000e+00	6.453883e+01
3.180000e+00	6.349289e+01
3.190000e+00	6.256909e+01
3.200000e+00	6.181770e+01
3.210000e+00	6.125379e+01
3.220000e+00	6.087578e+01
3.230000e+00	6.067662e+01
3.240000e+00	6.065037e+01
3.250000e+00	6.079626e+01
3.260000e+00	6.112091e+01
3.270000e+00	6.163947e+01
3.280000e+00	6.237570e+01
3.290000e+00	6.336082e+01
3.300000e+00	6.463045e+01
3.310000e+00	6.621836e+01
3.320000e+00	6.814419e+01
3.330000e+00	7.039049e+01
3.340000e+00	7.286048e+01
3.350000e+00	7.530366e+01
3.360000e+00	7.719304e+01
3.370000e+00	7.754878e+01
3.380000e+00	7.475927e+01
3.390000e+00	6.660738e+01
3.400000e+00	5.094468e+01
3.410000e+00	2.736554e+01
3.420000e+00	-9.794709e-01
3.430000e+00	-2.790639e+01
3.440000e+00	-4.787978e+01
3.450000e+00	-5.918803e+01
3.460000e+00	-6.345256e+01
3.470000e+00	-6.327367e+01
3.480000e+00	-6.074408e+01
3.490000e+00	-5.717056e+01
3.500000e+00	-5.327369e+01
3.510000e+00	-4.941918e+01
3.520000e+00	-4.577502e+01
3.530000e+00	-4.240379e+01
3.540000e+00	-3.931428e+01
3.550000e+00	-3.648968e+01
3.560000e+00	-3.390262e+01
3.570000e+00	-3.152304e+01
3.580000e+00	-2.932203e+01
3.590000e+00	-2.727360e+01
3.600000e+00	-2.535526e+01
3.610000e+00	-2.354807e+01
3.620000e+00	-2.183643e+01
3.630000e+00	-2.020766e+01
3.640000e+00	-1.865166e+01
3.650000e+00	-1.716047e+01
3.660000e+00	-1.572799e+01
3.670000e+00	-1.434957e+01
3.680000e+00	-1.302182e+01
3.690000e+00	-1.174231e+01
3.700000e+00	-1.050942e+01
3.710000e+00	-9.322107e+00
3.720000e+00	-8.179843e+00
3.730000e+00	-7.082439e+00
3.740000e+00	-6.029978e+00
3.750000e+00	-5.022735e+00
3.760000e+00	-4.061116e+00
3.770000e+00	-3.145611e+00
3.780000e+00	-2.276757e+00
3.790000e+00	-1.455108e+00
3.800000e+00	-6.812134e-01
3.810000e+00	4.439982e-02
3.820000e+00	7.212408e-01
3.830000e+00	1.348865e+00
3.840000e+00	1.926881e+00
3.850000e+00	2.454960e+00
3.860000e+00	2.932835e+00
3.870000e+00	3.360307e+00
3.880000e+00	3.737242e+00
3.890000e+00	4.063576e+00
3.900000e+00	4.339307e+00
3.910000e+00	4.564494e+00
3.920000e+00	4.739253e+00
3.930000e+00	4.863745e+00
3.940000e+00	4.938169e+00
3.950000e+00	4.962753e+00
3.960000e+00	4.937741e+00
3.970000e+00	4.863381e+00
3.980000e+00	4.739907e+00
3.990000e+00	4.567532e+00
4.000000e+00	4.346430e+00
4.010000e+00	4.076726e+00
4.020000e+00	3.758482e+00
4.030000e+00	3.391691e+00
4.040000e+00	2.976271e+00
4.050000e+00	2.512063e+00
4.060000e+00	1.998833e+00
4.070000e+00	1.436281e+00
4.080000e+00	8.240541e-01
4.090000e+00	1.617695e-01
4.100000e+00	-5.509602e-01
4.110000e+00	-1.314491e+00
4.120000e+00	-2.129103e+00
4.130000e+00	-2.994953e+00
4.140000e+00	-3.912016e+00
4.150000e+00	-4.880022e+00
4.160000e+00	-5.898389e+00
4.170000e+00	-6.966159e+00
4.180000e+00	-8.081922e+00
4.190000e+00	-9.243756e+00
4.200000e+00	-1.044917e+01
4.210000e+00	-1.169507e+01
4.220000e+00	-1.297770e+01
4.230000e+00	-1.429268e+01
4.240000e+00	-1.563500e+01
4.250000e+00	-1.699912e+01
4.260000e+00	-1.837899e+01
4.270000e+00	-1.976828e+01
4.280000e+00	-2.116052e+01
4.290000e+00	-2.254939e+01
4.300000e+00	-2.392899e+01
4.310000e+00	-2.529420e+01
4.320000e+00	-2.664115e+01
4.330000e+00	-2.796768e+01
4.340000e+00	-2.927387e+01
4.350000e+00	-3.056264e+01
4.360000e+00	-3.184037e+01
4.370000e+00	-3.311763e+01
4.380000e+00	-3.440986e+01
4.390000e+00	-3.573820e+01
4.400000e+00	-3.713046e+01
4.410000e+00	-3.862219e+01
4.420000e+00	-4.025808e+01
4.430000e+00	-4.209376e+01
4.440000e+00	-4.419826e+01
4.450000e+00	-4.665725e+01
4.460000e+00	-4.957754e+01
4.470000e+00	-5.309287e+01
4.480000e+00	-5.737144e+01
4.490000e+00	-6.262433e+01
4.500000e+00	-6.911260e+01
4.510000e+00	-7.714518e+01
4.520000e+00	-8.704555e+01
4.530000e+00	-9.902800e+01
4.540000e+00	-1.128319e+02
4.550000e+00	-1.267637e+02
4.560000e+00	-1.355429e+02
4.570000e+00	-1.270094e+02
4.580000e+00	-8.306960e+01
4.590000e+00	6.051492e-01
4.600000e+00	8.783288e+01
4.610000e+00	1.339214e+02
4.620000e+00	1.393827e+02
4.630000e+00	1.278791e+02
4.640000e+00	1.132849e+02
4.650000e+00	9.986807e+01
4.660000e+00	8.853180e+01
4.670000e+00	7.925497e+01
4.680000e+00	7.176745e+01
4.690000e+00	6.575578e+01
4.700000e+00	6.093144e+01
4.710000e+00	5.704935e+01
4.720000e+00	5.390810e+01
4.730000e+00	5.134394e+01
4.740000e+00	4.922401e+01
4.750000e+00	4.744014e+01
4.760000e+00	4.590406e+01
4.770000e+00	4.454363e+01
4.780000e+00	4.330015e+01
4.790000e+00	4.212632e+01
4.800000e+00	4.098474e+01
4.810000e+00	3.984670e+01
4.820000e+00	3.869120e+01
4.830000e+00	3.750405e+01
4.840000e+00	3.627703e+01
4.850000e+00	3.500710e+01
4.860000e+00	3.369556e+01
4.870000e+00	3.234726e+01
4.880000e+00	3.096981e+01
4.890000e+00	2.957285e+01
4.900000e+00	2.816732e+01
4.910000e+00	2.676483e+01
4.920000e+00	2.537710e+01
4.930000e+00	2.401549e+01
4.940000e+00	2.269061e+01
4.950000e+00	2.141206e+01
4.960000e+00	2.018824e+01
4.970000e+00	1.902621e+01
4.980000e+00	1.793173e+01
4.990000e+00	1.690922e+01
5.000000e+00	1.596189e+01
5.010000e+00	1.509180e+01
5.020000e+00	1.429999e+01
5.030000e+00	1.358664e+01
5.040000e+00	1.295108e+01
5.050000e+00	1.239198e+01
5.060000e+00	1.190733e+01
5.070000e+00	1.149446e+01
5.080000e+00	1.114998e+01
5.090000e+00	1.086968e+01
5.100000e+00	1.064828e+01
5.110000e+00	1.047910e+01
5.120000e+00	1.035361e+01
5.130000e+00	1.026075e+01
5.140000e+00	1.018607e+01
5.150000e+00	1.011065e+01
5.160000e+00	1.000974e+01
5.170000e+00	9.851244e+00
5.180000e+00	9.594115e+00
5.190000e+00	9.187092e+00
5.200000e+00	8.568320e+00
5.210000e+00	7.666860e+00
5.220000e+00	6.407463e+00
5.230000e+00	4.720039e+00
5.240000e+00	2.554661e+00
5.250000e+00	-9.896497e-02
5.260000e+00	-3.191981e+00
5.270000e+00	-6.604819e+00
5.280000e+00	-1.015270e+01
5.290000e+00	-1.361269e+01
5.300000e+00	-1.676691e+01
5.310000e+00	-1.944673e+01
5.320000e+00	-2.156103e+01
5.330000e+00	-2.310027e+01
5.340000e+00	-2.411978e+01
5.350000e+00	-2.471354e+01
5.360000e+00	-2.498909e+01
5.370000e+00	-2.504961e+01
5.380000e+00	-2.498411e+01
5.390000e+00	-2.486395e+01
5.400000e+00	-2.474336e+01
5.410000e+00	-2.466181e+01
5.420000e+00	-2.464695e+01
5.430000e+00	-2.471751e+01
5.440000e+00	-2.488568e+01
5.450000e+00	-2.515909e+01
5.460000e+00	-2.554226e+01
5.470000e+00	-2.603772e+01
5.480000e+00	-2.664683e+01
5.490000e+00	-2.737033e+01
5.500000e+00	-2.820874e+01
5.510000e+00	-2.916265e+01
5.520000e+00	-3.023280e+01
5.530000e+00	-3.142005e+01
5.540000e+00	-3.272520e+01
5.550000e+00	-3.414845e+01
5.560000e+00	-3.568851e+01
5.570000e+00	-3.734103e+01
5.580000e+00	-3.909603e+01
5.590000e+00	-4.093376e+01
5.600000e+00	-4.281827e+01
5.610000e+00	-4.468762e+01
5.620000e+00	-4.643953e+01
5.630000e+00	-4.791162e+01
5.640000e+00	-4.885662e+01
5.650000e+00	-4.891725e+01
5.660000e+00	-4.761361e+01
5.670000e+00	-4.436953e+01
5.680000e+00	-3.861556e+01
5.690000e+00	-2.999561e+01
5.700000e+00	-1.863872e+01
5.710000e+00	-5.345123e+00
5.720000e+00	8.515597e+00
5.730000e+00	2.143923e+01
5.740000e+00	3.230900e+01
5.750000e+00	4.066733e+01
5.760000e+00	4.663645e+01
5.770000e+00	5.065606e+01
5.780000e+00	5.324234e+01
5.790000e+00	5.485238e+01
5.800000e+00	5.583888e+01
5.810000e+00	5.645325e+01
5.820000e+00	5.686601e+01
5.830000e+00	5.718921e+01
5.840000e+00	5.749514e+01
5.850000e+00	5.783031e+01
5.860000e+00	5.822516e+01
5.870000e+00	5.870025e+01
5.880000e+00	5.926948e+01
5.890000e+00	5.994077e+01
5.900000e+00	6.071371e+01
5.910000e+00	6.157375e+01
5.920000e+00	6.248139e+01
5.930000e+00	6.335424e+01
5.940000e+00	6.403933e+01
5.950000e+00	6.427357e+01
5.960000e+00	6.363440e+01
5.970000e+00	6.149508e+01
5.980000e+00	5.702580e+01
5.990000e+00	4.931967e+01
6.000000e+00	3.773346e+01
6.010000e+00	2.242278e+01
6.020000e+00	4.766413e+00
6.030000e+00	-1.283214e+01
6.040000e+00	-2.790388e+01
6.050000e+00	-3.896804e+01
6.060000e+00	-4.586038e+01
6.070000e+00	-4.930258e+01
6.080000e+00	-5.028805e+01
6.090000e+00	-4.969858e+01
6.100000e+00	-4.818222e+01
6.110000e+00	-4.616874e+01
6.120000e+00	-4.392533e+01
6.130000e+00	-4.160979e+01
6.140000e+00	-3.931037e+01
6.150000e+00	-3.707273e+01
6.160000e+00	-3.491729e+01
6.170000e+00	-3.285010e+01
6.180000e+00	-3.086947e+01
6.190000e+00	-2.896989e+01
6.200000e+00	-2.714444e+01
6.210000e+00	-2.538598e+01
6.220000e+00	-2.368792e+01
6.230000e+00	-2.204447e+01
6.240000e+00	-2.045078e+01
6.250000e+00	-1.890288e+01
6.260000e+00	-1.739766e+01
6.270000e+00	-1.593270e+01
6.280000e+00	-1.450618e+01
6.290000e+00	-1.311680e+01
6.300000e+00	-1.176368e+01
6.310000e+00	-1.044628e+01
6.320000e+00	-9.164329e+00
6.330000e+00	-7.917817e+00
6.340000e+00	-6.706944e+00
6.350000e+00	-5.532107e+00
6.360000e+00	-4.393885e+00
6.370000e+00	-3.293035e+00
6.380000e+00	-2.230484e+00
6.390000e+00	-1.207330e+00
6.400000e+00	-2.248290e-01
6.410000e+00	7.156070e-01
6.420000e+00	1.612428e+00
6.430000e+00	2.463964e+00
6.440000e+00	3.268441e+00
6.450000e+00	4.024016e+00
6.460000e+00	4.728802e+00
6.470000e+00	5.380901e+00
6.480000e+00	5.978441e+00
6.490000e+00	6.519609e+00
6.500000e+00	7.002688e+00
6.510000e+00	7.426089e+00
6.520000e+00	7.788382e+00
6.530000e+00	8.088321e+00
6.540000e+00	8.324872e+00
6.550000e+00	8.497230e+00
6.560000e+00	8.604836e+00
6.570000e+00	8.647386e+00
6.580000e+00	8.624839e+00
6.590000e+00	8.537420e+00
6.600000e+00	8.385615e+00
6.610000e+00	8.170164e+00
6.620000e+00	7.892050e+00
6.630000e+00	7.552481e+00
6.640000e+00	7.152866e+00
6.650000e+00	6.694790e+00
6.660000e+00	6.179983e+00
6.670000e+00	5.610282e+00
6.680000e+00	4.987599e+00
6.690000e+00	4.313876e+00
6.700000e+00	3.591053e+00
6.710000e+00	2.821028e+00
6.720000e+00	2.005622e+00
6.730000e+00	1.146550e+00
6.740000e+00	2.453986e-01
6.750000e+00	-6.963962e-01
6.760000e+00	-1.677559e+00
6.770000e+00	-2.696983e+00
6.780000e+00	-3.753728e+00
6.790000e+00	-4.847017e+00
6.800000e+00	-5.976231e+00
6.810000e+00	-7.140896e+00
6.820000e+00	-8.340679e+00
6.830000e+00	-9.575382e+00
6.840000e+00	-1.084494e+01
6.850000e+00	-1.214946e+01
6.860000e+00	-1.348919e+01
6.870000e+00	-1.486463e+01
6.880000e+00	-1.627657e+01
6.890000e+00	-1.772617e+01
6.900000e+00	-1.921509e+01
6.910000e+00	-2.074566e+01
6.920000e+00	-2.232104e+01
6.930000e+00	-2.394543e+01
6.940000e+00	-2.562434e+01
6.950000e+00	-2.736482e+01
6.960000e+00	-2.917568e+01
6.970000e+00	-3.106771e+01
6.980000e+00	-3.305369e+01
6.990000e+00	-3.514819e+01
7.000000e+00	-3.736680e+01
7.010000e+00	-3.972452e+01
7.020000e+00	-4.223247e+01
7.030000e+00	-4.489180e+01
7.040000e+00	-4.768295e+01
7.050000e+00	-5.054676e+01
7.060000e+00	-5.335307e+01
7.070000e+00	-5.585030e+01
7.080000e+00	-5.759128e+01
7.090000e+00	-5.784073e+01
7.100000e+00	-5.550313e+01
7.110000e+00	-4.918116e+01
7.120000e+00	-3.755832e+01
7.130000e+00	-2.023870e+01
7.140000e+00	1.292959e+00
7.150000e+00	2.360076e+01
7.160000e+00	4.279860e+01
7.170000e+00	5.655150e+01
7.180000e+00	6.474396e+01
7.190000e+00	6.863488e+01
7.200000e+00	6.974654e+01
7.210000e+00	6.928890e+01
7.220000e+00	6.805991e+01
7.230000e+00	6.653382e+01
7.240000e+00	6.497197e+01
7.250000e+00	6.350681e+01
7.260000e+00	6.219685e+01
7.270000e+00	6.106031e+01
7.280000e+00	6.009507e+01
7.290000e+00	5.929018e+01
7.300000e+00	5.863203e+01
7.310000e+00	5.810731e+01
7.320000e+00	5.770357e+01
7.330000e+00	5.740791e+01
7.340000e+00	5.720382e+01
7.350000e+00	5.706560e+01
7.360000e+00	5.694978e+01
7.370000e+00	5.678208e+01
7.380000e+00	5.643879e+01
7.390000e+00	5.572147e+01
7.400000e+00	5.432660e+01
7.410000e+00	5.181805e+01
7.420000e+00	4.762399e+01
7.430000e+00	4.109985e+01
7.440000e+00	3.171114e+01
7.450000e+00	1.935379e+01
7.460000e+00	4.697390e+00
7.470000e+00	-1.073157e+01
7.480000e+00	-2.497145e+01
7.490000e+00	-3.639260e+01
7.500000e+00	-4.426649e+01
7.510000e+00	-4.877364e+01
7.520000e+00	-5.061335e+01
7.530000e+00	-5.059429e+01
7.540000e+00	-4.940454e+01
7.550000e+00	-4.754668e+01
7.560000e+00	-4.535625e+01
7.570000e+00	-4.304405e+01
7.580000e+00	-4.073603e+01
7.590000e+00	-3.850349e+01
7.600000e+00	-3.638382e+01
7.610000e+00	-3.439410e+01
7.620000e+00	-3.253972e+01
7.630000e+00	-3.081967e+01
7.640000e+00	-2.922978e+01
7.650000e+00	-2.776461e+01
7.660000e+00	-2.641852e+01
7.670000e+00	-2.518629e+01
7.680000e+00	-2.406342e+01
7.690000e+00	-2.304620e+01
7.700000e+00	-2.213178e+01
7.710000e+00	-2.131814e+01
7.720000e+00	-2.060398e+01
7.730000e+00	-1.998873e+01
7.740000e+00	-1.947239e+01
7.750000e+00	-1.905552e+01
7.760000e+00	-1.873908e+01
7.770000e+00	-1.852431e+01
7.780000e+00	-1.841260e+01
7.790000e+00	-1.840520e+01
7.800000e+00	-1.850291e+01
7.810000e+00	-1.870557e+01
7.820000e+00	-1.901139e+01
7.830000e+00	-1.941593e+01
7.840000e+00	-1.991081e+01
7.850000e+00	-2.048177e+01
7.860000e+00	-2.110635e+01
7.870000e+00	-2.175084e+01
7.880000e+00	-2.236684e+01
7.890000e+00	-2.288778e+01
7.900000e+00	-2.322647e+01
7.910000e+00	-2.327528e+01
7.920000e+00	-2.291149e+01
7.930000e+00	-2.201053e+01
7.940000e+00	-2.046858e+01
7.950000e+00	-1.823234e+01
7.960000e+00	-1.532817e+01
7.970000e+00	-1.187765e+01
7.980000e+00	-8.087469e+00
7.990000e+00	-4.211538e+00
8.000000e+00	-4.975738e-01
8.010000e+00	2.860838e+00
8.020000e+00	5.749795e+00
8.030000e+00	8.134672e+00
8.040000e+00	1.004189e+01
8.050000e+00	1.153477e+01
8.060000e+00	1.269223e+01
8.070000e+00	1.359400e+01
8.080000e+00	1.431237e+01
8.090000e+00	1.490867e+01
8.100000e+00	1.543275e+01
8.110000e+00	1.592392e+01
8.120000e+00	1.641255e+01
8.130000e+00	1.692170e+01
8.140000e+00	1.746862e+01
8.150000e+00	1.806595e+01
8.160000e+00	1.872272e+01
8.170000e+00	1.944508e+01
8.180000e+00	2.023682e+01
8.190000e+00	2.109974e+01
8.200000e+00	2.203396e+01
8.210000e+00	2.303810e+01
8.220000e+00	2.410942e+01
8.230000e+00	2.524399e+01
8.240000e+00	2.643680e+01
8.250000e+00	2.768197e+01
