Node  ;X (mm)  ;Y (mm)  ;Z (mm)  ;UY (mm)
644;558,824  ;20;-9,81147  ;-3,06614e+01
1243;558,824  ;-20;-9,81147  ;-3,06614e+01
11019;558,824  ;-20;-0,377068  ;-3,06634e+01
14487;558,824  ;20;0;-3,06634e+01
9916;558,815  ;-13,4003  ;-6,30598  ;-3,06571e+01
11021;558,815  ;-16,7068  ;-3,12759  ;-3,06598e+01
5560;558,641  ;-4,08437  ;-5,4462  ;-3,06370e+01
6603;558,471  ;-14,384  ;4,82423  ;-3,06245e+01
4747;558,465  ;-0,469379  ;-3,47961  ;-3,06198e+01
10329;558,387  ;4,00489  ;16,2054  ;-3,06073e+01
5570;558,317  ;9,36588  ;11,5599  ;-3,06047e+01
1989;558,118  ;-8,76795  ;-0,163008  ;-3,05879e+01
4748;557,674  ;-4,17709  ;3,26148  ;-3,05432e+01
5563;557,585  ;9,74189  ;-0,698708  ;-3,05364e+01
5759;557,243  ;9,6498  ;-5,92109  ;-3,05024e+01
1824;557,23  ;0,413767  ;6,68597  ;-3,04989e+01
6933;557,189  ;15,1476  ;0,155067  ;-3,05007e+01
5567;557,119  ;10,6972  ;5,32098  ;-3,04909e+01
5564;556,448  ;4,89387  ;-6,02994  ;-3,04236e+01
10817;556,317  ;-8,57629  ;16,5991  ;-3,04068e+01
6602;556,317  ;-13,6706  ;11,5049  ;-3,04122e+01
10846;556,278  ;14,5943  ;-5,57097  ;-3,04111e+01
5760;556,107  ;4,80177  ;-11,2523  ;-3,03886e+01
5761;556,053  ;0,111073  ;-15,3647  ;-3,03805e+01
5764;556,053  ;-3,05524  ;-12,054  ;-3,03826e+01
5767;556,053  ;-6,39394  ;-8,73162  ;-3,03847e+01
5557;555,964  ;-8,05453  ;6,51762  ;-3,03773e+01
10367;555,936  ;9,4079  ;-15,8876  ;-3,03707e+01
10368;555,936  ;14,5022  ;-10,7934  ;-3,03761e+01
10816;555,882  ;-4,7172  ;20;-3,03609e+01
10327;555,882  ;5,09427  ;20;-3,03610e+01
12455;555,882  ;4,7172  ;-20;-3,03610e+01
5762;555,882  ;-5,09427  ;-20;-3,03611e+01
5763;555,882  ;-8,26058  ;-16,6893  ;-3,03645e+01
6942;555,882  ;14,9057  ;20;-3,03651e+01
13448;555,882  ;-14,9057  ;20;-3,03651e+01
8391;555,882  ;-14,9057  ;-20;-3,03652e+01
10363;555,882  ;14,9057  ;-20;-3,03652e+01
10354;555,882  ;-11,5993  ;-13,3669  ;-3,03680e+01
6939;555,882  ;20;14,9057  ;-3,03726e+01
13439;555,882  ;-20;14,9057  ;-3,03726e+01
8440;555,882  ;-20;-14,9057  ;-3,03727e+01
10365;555,882  ;20;-14,9057  ;-3,03727e+01
7685;555,882  ;-16,6935  ;-8,27266  ;-3,03733e+01
6935;555,882  ;20;5,09427  ;-3,03768e+01
7681;555,882  ;-20;-5,09427  ;-3,03768e+01
13375;555,882  ;-20;4,7172  ;-3,03768e+01
10843;555,882  ;20;-4,7172  ;-3,03769e+01
6943;555,812  ;10,4553  ;15,3544  ;-3,03594e+01
6934;555,812  ;15,5495  ;10,2602  ;-3,03650e+01
5768;555,529  ;-11,0775  ;-3,44843  ;-3,03370e+01
10357;555,529  ;-14,384  ;-0,270038  ;-3,03390e+01
5555;555,52  ;-3,46367  ;9,94211  ;-3,03319e+01
3846;555,481  ;4,80114  ;2,67774  ;-3,03303e+01
5561;555,312  ;-0,597738  ;-8,71589  ;-3,03119e+01
3858;555,086  ;0,395418  ;13,343  ;-3,02878e+01
3860;555,015  ;5,7564  ;8,69743  ;-3,02838e+01
6601;554,94  ;-15,5774  ;6,00115  ;-3,02817e+01
4749;554,789  ;-5,28132  ;-3,43269  ;-3,02631e+01
5558;554,587  ;-9,96137  ;1,01392  ;-3,02452e+01
3845;554,345  ;-0,690462  ;-0,00820565  ;-3,02197e+01
3854;554,143  ;-5,37051  ;4,43841  ;-3,02003e+01
1820;553,81  ;-7,34111  ;13,1982  ;-3,01653e+01
1822;553,732  ;9,18852  ;-1,33048  ;-3,01621e+01
5758;553,391  ;9,09643  ;-6,55287  ;-3,01281e+01
3833;553,376  ;-3,48202  ;16,5991  ;-3,01202e+01
13442;553,376  ;-13,6706  ;16,5991  ;-3,01239e+01
6931;553,337  ;14,5943  ;-0,476707  ;-3,01265e+01
3850;553,267  ;10,1438  ;4,68921  ;-3,01169e+01
2107;553,049  ;9,00433  ;-11,7753  ;-3,00930e+01
10377;552,995  ;4,31363  ;-15,8876  ;-3,00840e+01
10366;552,995  ;14,5022  ;-15,8876  ;-3,00881e+01
1044;552,941  ;0,377068  ;20;-3,00752e+01
389;552,941  ;-0,377068  ;-20;-3,00753e+01
8392;552,941  ;-9,81147  ;-20;-3,00773e+01
10588;552,941  ;9,81147  ;20;-3,00773e+01
10814;552,941  ;-9,81147  ;20;-3,00773e+01
14486;552,941  ;9,81147  ;-20;-3,00773e+01
5765;552,941  ;-3,54338  ;-16,6893  ;-3,00781e+01
2108;552,941  ;-6,70969  ;-13,3786  ;-3,00809e+01
8394;552,941  ;-13,3548  ;-16,6893  ;-3,00816e+01
474;552,941  ;20;20;-3,00837e+01
816;552,941  ;-20;20;-3,00837e+01
48;552,941  ;20;-20;-3,00838e+01
134;552,941  ;-20;-20;-3,00838e+01
10355;552,941  ;-10,0484  ;-10,0562  ;-3,00838e+01
10353;552,941  ;-16,6935  ;-13,3669  ;-3,00859e+01
2109;552,941  ;-13,3871  ;-6,73385  ;-3,00866e+01
7684;552,941  ;-16,6935  ;-3,55546  ;-3,00894e+01
6938;552,941  ;20;9,81147  ;-3,00902e+01
7682;552,941  ;-20;-9,81147  ;-3,00902e+01
10842;552,941  ;20;-9,81147  ;-3,00902e+01
13440;552,941  ;-20;9,81147  ;-3,00902e+01
741;552,941  ;20;0,377068  ;-3,00922e+01
1342;552,941  ;-20;-0,377068  ;-3,00922e+01
3859;552,871  ;5,73805  ;15,3544  ;-3,00726e+01
6940;552,871  ;15,5495  ;15,3544  ;-3,00771e+01
6932;552,871  ;15,5495  ;5,54298  ;-3,00814e+01
1826;552,801  ;11,099  ;10,7089  ;-3,00703e+01
3842;552,596  ;3,69692  ;-4,01643  ;-3,00503e+01
5556;552,433  ;-9,24794  ;7,69454  ;-3,00351e+01
7636;552,254  ;3,60482  ;-9,23882  ;-3,00158e+01
3844;552,215  ;1,10956  ;7,33732  ;-3,00123e+01
10376;552,2  ;-1,08588  ;-13,3512  ;-3,00083e+01
10392;552,2  ;-4,25219  ;-10,0405  ;-3,00103e+01
5766;552,2  ;-7,59089  ;-6,71811  ;-3,00123e+01
9393;551,998  ;-12,2709  ;-2,2715  ;-2,99956e+01
10356;551,998  ;-15,5774  ;0,906888  ;-2,99977e+01
1823;551,46  ;-1,79469  ;-6,70238  ;-2,99396e+01
3853;551,258  ;-6,47473  ;-2,25577  ;-2,99217e+01
1827;551,056  ;-11,1548  ;2,19084  ;-2,99040e+01
3837;550,505  ;-2,76788  ;10,5935  ;-2,98460e+01
3843;550,466  ;5,49693  ;3,32909  ;-2,98449e+01
10818;550,434  ;-8,57629  ;16,5991  ;-2,98371e+01
13443;550,434  ;-13,6706  ;11,5049  ;-2,98426e+01
10845;550,396  ;14,5943  ;-5,57097  ;-2,98415e+01
3836;550,071  ;1,09121  ;13,9943  ;-2,98022e+01
9553;550,054  ;9,4079  ;-15,8876  ;-2,98012e+01
9554;550,054  ;14,5022  ;-10,7934  ;-2,98067e+01
3849;550,001  ;6,45219  ;9,34878  ;-2,97986e+01
10815;550;-4,7172  ;20;-2,97914e+01
10855;550;4,7172  ;-20;-2,97915e+01
12266;550;5,09427  ;20;-2,97915e+01
9039;550;-5,09427  ;-20;-2,97916e+01
8395;550;-8,26058  ;-16,6893  ;-2,97950e+01
8393;550;-14,9057  ;-20;-2,97957e+01
9543;550;14,9057  ;20;-2,97957e+01
11730;550;14,9057  ;-20;-2,97957e+01
14326;550;-14,9057  ;20;-2,97957e+01
10369;550;-11,5993  ;-13,3669  ;-2,97986e+01
6937;550;20;14,9057  ;-2,98033e+01
10370;550;-20;-14,9057  ;-2,98033e+01
11731;550;20;-14,9057  ;-2,98033e+01
13441;550;-20;14,9057  ;-2,98033e+01
7683;550;-16,6935  ;-8,27266  ;-2,98040e+01
7680;550;-20;-5,09427  ;-2,98075e+01
13723;550;20;5,09427  ;-2,98075e+01
10844;550;20;-4,7172  ;-2,98076e+01
14794;550;-20;4,7172  ;-2,98076e+01
3966;549,93  ;10,4553  ;15,3544  ;-2,97900e+01
3965;549,93  ;15,5495  ;10,2602  ;-2,97956e+01
3841;549,33  ;0,00532862  ;0,643141  ;-2,97349e+01
3852;549,128  ;-4,67472  ;5,08975  ;-2,97153e+01
13206;549,057  ;-15,5774  ;6,00115  ;-2,97130e+01
3847;548,793  ;10,3909  ;-0,184779  ;-2,96854e+01
9391;548,451  ;10,2988  ;-5,40717  ;-2,96519e+01
6930;548,397  ;15,7966  ;0,668996  ;-2,96503e+01
3851;548,327  ;11,3462  ;5,83491  ;-2,96403e+01
9411;547,925  ;4,69834  ;-0,597255  ;-2,96000e+01
7637;547,791  ;7,31784  ;-12,4917  ;-2,95844e+01
10375;547,737  ;2,62714  ;-16,6041  ;-2,95757e+01
7638;547,583  ;4,60625  ;-5,81964  ;-2,95664e+01
3834;547,493  ;-3,85909  ;16,5991  ;-2,95524e+01
3839;547,493  ;-9,59894  ;13,2024  ;-2,95562e+01
1821;547,2  ;1,80535  ;7,98866  ;-2,95285e+01
9394;547,06  ;-11,9978  ;-4,04496  ;-2,95191e+01
3835;547,059  ;0;20;-2,95076e+01
9040;547,059  ;-0,377068  ;-20;-2,95077e+01
219;547,059  ;-9,81147  ;-20;-2,95097e+01
303;547,059  ;9,81147  ;-20;-2,95097e+01
986;547,059  ;-9,81147  ;20;-2,95097e+01
987;547,059  ;9,81147  ;20;-2,95097e+01
9042;547,059  ;-3,54338  ;-16,6893  ;-2,95105e+01
12267;547,059  ;3,64567  ;16,6112  ;-2,95106e+01
3962;547,059  ;14,9057  ;14,9057  ;-2,95162e+01
8736;547,059  ;-14,9057  ;-14,9057  ;-2,95162e+01
9541;547,059  ;20;20;-2,95162e+01
9550;547,059  ;14,9057  ;-14,9057  ;-2,95162e+01
11729;547,059  ;20;-20;-2,95162e+01
14325;547,059  ;-14,9057  ;14,9057  ;-2,95162e+01
14834;547,059  ;-20;-20;-2,95162e+01
14857;547,059  ;-20;20;-2,95162e+01
10349;547,059  ;-16,6935  ;-3,55546  ;-2,95219e+01
562;547,059  ;20;9,81147  ;-2,95227e+01
563;547,059  ;20;-9,81147  ;-2,95227e+01
1162;547,059  ;-20;9,81147  ;-2,95227e+01
1161;547,059  ;-20;-9,81147  ;-2,95228e+01
10359;547,059  ;-20;-0,377068  ;-2,95248e+01
13414;547,059  ;20;0,377068  ;-2,95248e+01
4318;546,996  ;1,91832  ;-9,95525  ;-2,95081e+01
3857;546,989  ;9,00666  ;11,9657  ;-2,95081e+01
4305;546,788  ;-0,793263  ;-3,2832  ;-2,94900e+01
6599;546,586  ;-5,47331  ;1,16341  ;-2,94714e+01
10395;546,542  ;-7,05281  ;-13,3637  ;-2,94638e+01
10350;546,542  ;-10,3915  ;-10,0413  ;-2,94667e+01
4308;546,319  ;-6,20164  ;-4,02922  ;-2,94456e+01
10383;546,318  ;-1,08588  ;-13,3512  ;-2,94412e+01
9392;546,117  ;-10,8817  ;0,417386  ;-2,94283e+01
10388;546,116  ;-11,5058  ;7,69867  ;-2,94271e+01
10358;546,116  ;-15,5774  ;0,906888  ;-2,94308e+01
9383;545,801  ;-4,59531  ;-10,0256  ;-2,93937e+01
3848;545,527  ;6,69932  ;4,47479  ;-2,93696e+01
13722;545,456  ;15,7966  ;5,38619  ;-2,93670e+01
10856;545,456  ;15,7966  ;-4,42527  ;-2,93672e+01
9552;544,795  ;7,7214  ;-16,6041  ;-2,92942e+01
9551;544,795  ;12,8157  ;-11,5098  ;-2,92996e+01
6598;544,659  ;1,00676  ;4,06232  ;-2,92854e+01
3838;544,188  ;0,71414  ;13,9943  ;-2,92364e+01
3855;544,188  ;4,35981  ;10,6056  ;-2,92386e+01
3840;544,188  ;-5,02571  ;10,5976  ;-2,92387e+01
8680;544,119  ;-15,3043  ;-5,58377  ;-2,92384e+01
13207;544,119  ;-15,3043  ;4,2277  ;-2,92387e+01
14836;544,118  ;4,7172  ;20;-2,92257e+01
7772;544,118  ;-5,09427  ;20;-2,92258e+01
9041;544,118  ;-5,09427  ;-20;-2,92258e+01
14677;544,118  ;4,7172  ;-20;-2,92258e+01
3963;544,118  ;8,36287  ;16,6112  ;-2,92294e+01
9544;544,118  ;14,9057  ;20;-2,92300e+01
13312;544,118  ;-14,9057  ;20;-2,92300e+01
8737;544,118  ;-14,9057  ;-20;-2,92301e+01
10857;544,118  ;14,9057  ;-20;-2,92301e+01
3964;544,118  ;13,4571  ;11,517  ;-2,92349e+01
8735;544,118  ;-20;-14,9057  ;-2,92377e+01
9542;544,118  ;20;14,9057  ;-2,92377e+01
10851;544,118  ;20;-14,9057  ;-2,92377e+01
14613;544,118  ;-20;14,9057  ;-2,92377e+01
8679;544,118  ;-20;-5,09427  ;-2,92420e+01
14046;544,118  ;-20;4,7172  ;-2,92420e+01
14835;544,118  ;20;5,09427  ;-2,92420e+01
13415;544,118  ;20;-4,7172  ;-2,92421e+01
7774;544,117  ;-10,8341  ;16,6033  ;-2,92304e+01
13205;544,117  ;-15,9284  ;11,509  ;-2,92364e+01
4307;544,111  ;-1,79314  ;-6,70104  ;-2,92324e+01
1825;543,853  ;11,5933  ;0,960924  ;-2,92114e+01
8740;543,601  ;-8,6037  ;-16,6744  ;-2,91800e+01
8739;543,601  ;-13,698  ;-11,5801  ;-2,91856e+01
4300;543,193  ;8,61232  ;-6,1236  ;-2,91461e+01
4304;542,985  ;5,90073  ;0,548447  ;-2,91262e+01
1909;542,532  ;5,63134  ;-13,2081  ;-2,90790e+01
3856;542,515  ;9,25379  ;7,09169  ;-2,90812e+01
13416;542,515  ;15,7966  ;0,668996  ;-2,90858e+01
4303;542,325  ;2,91975  ;-6,53608  ;-2,90615e+01
1910;542,117  ;0,208165  ;0,135971  ;-2,90424e+01
4315;541,854  ;2,62714  ;-16,6041  ;-2,90115e+01
10853;541,854  ;12,8157  ;-16,6041  ;-2,90149e+01
4309;541,648  ;-5,20021  ;-0,61005  ;-2,89981e+01
11584;541,647  ;3,56122  ;6,67921  ;-2,89967e+01
10389;541,646  ;-5,82431  ;6,67124  ;-2,89972e+01
13237;541,247  ;-0,50742  ;10,671  ;-2,89567e+01
1911;541,179  ;-10,6086  ;-1,35607  ;-2,89551e+01
1093;541,177  ;-0,377068  ;20;-2,89438e+01
388;541,177  ;-0,377068  ;-20;-2,89439e+01
49;541,177  ;20;-20;-2,89525e+01
135;541,177  ;-20;-20;-2,89525e+01
475;541,177  ;20;20;-2,89525e+01
817;541,177  ;-20;20;-2,89525e+01
13208;541,177  ;-11,2327  ;5,92521  ;-2,89545e+01
8682;541,177  ;-15,3043  ;-0,866569  ;-2,89577e+01
740;541,177  ;20;0,377068  ;-2,89612e+01
1341;541,177  ;-20;-0,377068  ;-2,89612e+01
7773;541,176  ;-9,81147  ;20;-2,89459e+01
10378;541,176  ;-9,81147  ;-20;-2,89459e+01
14682;541,176  ;9,81147  ;-20;-2,89459e+01
14900;541,176  ;9,81147  ;20;-2,89459e+01
3097;541,176  ;3,26861  ;16,6112  ;-2,89467e+01
3103;541,176  ;-6,11692  ;16,6033  ;-2,89473e+01
1679;541,176  ;6,91428  ;13,2225  ;-2,89497e+01
14051;541,176  ;13,4571  ;16,6112  ;-2,89504e+01
13313;541,176  ;-15,9284  ;16,6033  ;-2,89520e+01
8677;541,176  ;-20;-9,81147  ;-2,89591e+01
10852;541,176  ;20;-9,81147  ;-2,89591e+01
14048;541,176  ;-20;9,81147  ;-2,89591e+01
14250;541,176  ;20;9,81147  ;-2,89591e+01
1680;541,175  ;-11,8568  ;13,2065  ;-2,89517e+01
9384;540,661  ;-9,00226  ;-7,35244  ;-2,89039e+01
10384;540,66  ;-3,8865  ;-16,6744  ;-2,88975e+01
8738;540,66  ;-13,698  ;-16,6744  ;-2,89012e+01
2252;540,143  ;-7,39593  ;-13,3488  ;-2,88512e+01
4317;539,647  ;1,91988  ;-9,95391  ;-2,88045e+01
4301;539,574  ;12,1521  ;0,740514  ;-2,88028e+01
13580;539,574  ;15,7966  ;5,38619  ;-2,88044e+01
14052;539,574  ;15,7966  ;-4,42527  ;-2,88046e+01
4306;539,44  ;-0,791708  ;-3,28186  ;-2,87866e+01
4310;538,97  ;-6,20008  ;-4,02788  ;-2,87426e+01
4293;538,969  ;-1,08432  ;-13,3498  ;-2,87382e+01
10387;538,913  ;7,7214  ;-16,6041  ;-2,87319e+01
6408;538,913  ;12,8157  ;-11,5098  ;-2,87373e+01
4299;538,913  ;9,17116  ;-6,34401  ;-2,87376e+01
4302;538,706  ;6,45957  ;0,328038  ;-2,87178e+01
6419;538,705  ;-1,30601  ;6,74466  ;-2,87159e+01
9385;538,453  ;-4,59376  ;-10,0243  ;-2,86911e+01
8681;538,236  ;-15,3043  ;-5,58377  ;-2,86767e+01
13209;538,236  ;-15,3043  ;4,2277  ;-2,86769e+01
3093;538,235  ;4,7172  ;20;-2,86638e+01
3100;538,235  ;-5,09427  ;20;-2,86639e+01
14056;538,235  ;-5,09427  ;-20;-2,86639e+01
14852;538,235  ;4,7172  ;-20;-2,86639e+01
3094;538,235  ;-1,59863  ;16,6767  ;-2,86660e+01
3096;538,235  ;8,36287  ;16,6112  ;-2,86676e+01
9557;538,235  ;14,9057  ;-20;-2,86682e+01
10379;538,235  ;-14,9057  ;-20;-2,86682e+01
13311;538,235  ;-14,9057  ;20;-2,86682e+01
14049;538,235  ;14,9057  ;20;-2,86682e+01
3098;538,235  ;2,04705  ;13,2879  ;-2,86683e+01
3101;538,235  ;-10,8341  ;16,6033  ;-2,86686e+01
6420;538,235  ;13,4571  ;11,517  ;-2,86731e+01
6422;538,235  ;9,81263  ;6,87128  ;-2,86732e+01
12233;538,235  ;-15,9284  ;11,509  ;-2,86747e+01
9558;538,235  ;20;-14,9057  ;-2,86760e+01
13932;538,235  ;-20;-14,9057  ;-2,86760e+01
14050;538,235  ;20;14,9057  ;-2,86760e+01
14615;538,235  ;-20;14,9057  ;-2,86760e+01
7491;538,235  ;16,3555  ;0,448586  ;-2,86780e+01
8678;538,235  ;-20;-5,09427  ;-2,86803e+01
9914;538,235  ;20;5,09427  ;-2,86803e+01
7488;538,235  ;20;-4,7172  ;-2,86804e+01
14047;538,235  ;-20;4,7172  ;-2,86804e+01
3102;538,234  ;-7,33848  ;13,2799  ;-2,86693e+01
10380;537,719  ;-8,6037  ;-16,6744  ;-2,86185e+01
10841;537,719  ;-13,698  ;-11,5801  ;-2,86241e+01
1908;536,762  ;-1,79158  ;-6,6997  ;-2,85311e+01
7546;536,706  ;-5,47587  ;1,16226  ;-2,85273e+01
10854;536,237  ;-10,8842  ;0,416243  ;-2,84847e+01
12234;536,235  ;-11,5083  ;7,69753  ;-2,84835e+01
14197;536,235  ;-15,58  ;0,905744  ;-2,84873e+01
4314;536,028  ;5,4597  ;-3,0898  ;-2,84628e+01
6418;535,761  ;0,102333  ;0,0687567  ;-2,84369e+01
4316;535,442  ;5,71801  ;-13,208  ;-2,84036e+01
3911;535,294  ;-0,377068  ;20;-2,83838e+01
4291;535,294  ;-0,377068  ;-20;-2,83839e+01
220;535,294  ;-9,81147  ;-20;-2,83860e+01
304;535,294  ;9,81147  ;-20;-2,83860e+01
905;535,294  ;-9,81147  ;20;-2,83860e+01
906;535,294  ;9,81147  ;20;-2,83860e+01
3095;535,294  ;3,49564  ;16,6767  ;-2,83867e+01
3099;535,294  ;-6,31583  ;16,6767  ;-2,83873e+01
3115;535,294  ;9,12075  ;13,226  ;-2,83907e+01
3108;535,294  ;4,9454  ;6,93673  ;-2,83921e+01
12223;535,294  ;-14,9057  ;14,9057  ;-2,83926e+01
13931;535,294  ;14,9057  ;14,9057  ;-2,83926e+01
14150;535,294  ;20;20;-2,83926e+01
14614;535,294  ;-20;20;-2,83926e+01
9555;535,294  ;20;-20;-2,83927e+01
9559;535,294  ;14,9057  ;-14,9057  ;-2,83927e+01
10839;535,294  ;-14,9057  ;-14,9057  ;-2,83927e+01
14239;535,294  ;-20;-20;-2,83927e+01
1682;535,294  ;12,711  ;0,520105  ;-2,83962e+01
6411;535,294  ;16,3555  ;5,16579  ;-2,83980e+01
6406;535,294  ;16,3555  ;-4,64568  ;-2,83981e+01
645;535,294  ;20;9,81147  ;-2,83993e+01
1246;535,294  ;-20;9,81147  ;-2,83993e+01
646;535,294  ;20;-9,81147  ;-2,83994e+01
1245;535,294  ;-20;-9,81147  ;-2,83994e+01
7489;535,294  ;20;0,377068  ;-2,84015e+01
11744;535,294  ;-20;-0,377068  ;-2,84015e+01
1677;535,293  ;-2,82019  ;13,3534  ;-2,83888e+01
3113;535,293  ;-9,54758  ;13,2518  ;-2,83907e+01
14058;534,778  ;-3,8865  ;-16,6744  ;-2,83379e+01
10840;534,776  ;-7,66342  ;-13,3573  ;-2,83409e+01
4292;534,764  ;2,7138  ;-16,6039  ;-2,83365e+01
13210;534,235  ;-12,0058  ;-3,49608  ;-2,82952e+01
11746;534,234  ;-16,7015  ;-3,00658  ;-2,82982e+01
7545;534,028  ;-6,47575  ;-2,25557  ;-2,82735e+01
13241;533,718  ;-10,3994  ;-9,49245  ;-2,82437e+01
3087;533,294  ;-6,99005  ;7,77095  ;-2,82029e+01
7896;533,294  ;-15,58  ;6,00001  ;-2,82078e+01
4288;533,087  ;-1,08432  ;-13,3498  ;-2,81797e+01
4290;533,086  ;-4,86124  ;-10,0328  ;-2,81818e+01
4313;533,083  ;-0,897539  ;-3,34908  ;-2,81830e+01
4289;532,557  ;2,00655  ;-9,95376  ;-2,81314e+01
3912;532,353  ;4,7172  ;20;-2,81058e+01
14057;532,353  ;-5,09427  ;-20;-2,81059e+01
14590;532,353  ;-5,09427  ;20;-2,81059e+01
14893;532,353  ;4,7172  ;-20;-2,81059e+01
7908;532,353  ;-14,9057  ;20;-2,81102e+01
14152;532,353  ;14,9057  ;20;-2,81102e+01
9556;532,353  ;14,9057  ;-20;-2,81103e+01
14198;532,353  ;-14,9057  ;-20;-2,81103e+01
3105;532,353  ;4,25352  ;13,2914  ;-2,81106e+01
3114;532,353  ;10,5693  ;16,6147  ;-2,81106e+01
3107;532,353  ;12,0191  ;6,8748  ;-2,81164e+01
6421;532,353  ;15,6636  ;11,5205  ;-2,81167e+01
12212;532,353  ;-20;14,9057  ;-2,81181e+01
14151;532,353  ;20;14,9057  ;-2,81181e+01
8857;532,353  ;20;-14,9057  ;-2,81182e+01
13238;532,353  ;-20;-14,9057  ;-2,81182e+01
6410;532,353  ;16,3555  ;0,448586  ;-2,81201e+01
6409;532,353  ;20;5,09427  ;-2,81225e+01
11743;532,353  ;-20;-5,09427  ;-2,81225e+01
7490;532,353  ;20;-4,7172  ;-2,81226e+01
13097;532,353  ;-20;4,7172  ;-2,81226e+01
3109;532,352  ;-1,59863  ;16,6767  ;-2,81080e+01
3112;532,352  ;-8,52493  ;16,6485  ;-2,81096e+01
10837;532,352  ;-8,87118  ;-16,6829  ;-2,81097e+01
3089;532,352  ;-5,02929  ;13,3252  ;-2,81107e+01
7899;532,352  ;-13,6192  ;11,5542  ;-2,81153e+01
10838;532,352  ;-13,9655  ;-11,5886  ;-2,81154e+01
3088;532,349  ;-1,41184  ;6,67745  ;-2,81129e+01
3106;532,349  ;6,35374  ;0,260823  ;-2,81147e+01
13211;532,027  ;-7,59727  ;-6,1679  ;-2,80839e+01
10386;531,823  ;7,80807  ;-16,6039  ;-2,80594e+01
6407;531,823  ;12,9023  ;-11,5096  ;-2,80649e+01
4312;531,823  ;9,25783  ;-6,34386  ;-2,80652e+01
1674;531,294  ;-11,1599  ;2,18856  ;-2,80169e+01
11745;531,293  ;-16,7015  ;-7,72378  ;-2,80190e+01
9538;530,353  ;-15,58  ;0,905744  ;-2,79308e+01
3086;530,352  ;-9,19915  ;7,74279  ;-2,79259e+01
3084;530,349  ;-5,58171  ;1,09505  ;-2,79257e+01
6414;530,043  ;12,2887  ;0,231671  ;-2,78996e+01
6412;530,043  ;15,9332  ;4,87735  ;-2,79013e+01
12872;530,043  ;15,9332  ;-4,93411  ;-2,79013e+01
387;529,412  ;-0,377068  ;-20;-2,78278e+01
1092;529,412  ;-0,377068  ;20;-2,78278e+01
7907;529,412  ;-9,81147  ;20;-2,78299e+01
14369;529,412  ;9,81147  ;20;-2,78299e+01
14059;529,412  ;-9,81147  ;-20;-2,78300e+01
14157;529,412  ;9,81147  ;-20;-2,78300e+01
8632;529,412  ;5,47508  ;16,6147  ;-2,78312e+01
3092;529,412  ;-1,61287  ;13,3254  ;-2,78328e+01
1681;529,412  ;11,3272  ;13,2295  ;-2,78357e+01
14011;529,412  ;15,6636  ;16,6147  ;-2,78360e+01
50;529,412  ;20;-20;-2,78367e+01
136;529,412  ;-20;-20;-2,78367e+01
476;529,412  ;20;20;-2,78367e+01
818;529,412  ;-20;20;-2,78367e+01
7895;529,412  ;-20;9,81147  ;-2,78435e+01
8858;529,412  ;20;-9,81147  ;-2,78435e+01
14055;529,412  ;20;9,81147  ;-2,78435e+01
14199;529,412  ;-20;-9,81147  ;-2,78435e+01
739;529,412  ;20;0,377068  ;-2,78456e+01
1340;529,412  ;-20;-0,377068  ;-2,78456e+01
3110;529,411  ;-3,80773  ;16,6485  ;-2,78308e+01
7909;529,411  ;-13,6192  ;16,6485  ;-2,78346e+01
4287;529,41  ;-4,15399  ;-16,6829  ;-2,78308e+01
1676;529,41  ;-7,23839  ;13,297  ;-2,78338e+01
13239;529,41  ;-13,9655  ;-16,6829  ;-2,78348e+01
1907;529,409  ;-7,9309  ;-13,3658  ;-2,78339e+01
3104;529,408  ;5,66186  ;6,61551  ;-2,78361e+01
3085;529,407  ;-3,62094  ;6,64928  ;-2,78356e+01
7178;529,407  ;-3,9672  ;-6,68213  ;-2,78356e+01
1675;529,404  ;-0,00349843  ;0,00154234  ;-2,78360e+01
8329;529,293  ;-12,2814  ;-1,72377  ;-2,78289e+01
4285;528,882  ;2,7138  ;-16,6039  ;-2,77809e+01
8860;528,882  ;12,9023  ;-16,6039  ;-2,77844e+01
4286;528,881  ;-1,06312  ;-13,2868  ;-2,77828e+01
4311;528,878  ;2,90059  ;-6,60315  ;-2,77857e+01
1906;528,352  ;5,80467  ;-13,2078  ;-2,77339e+01
13240;528,352  ;-16,7015  ;-12,818  ;-2,77396e+01
11588;528,352  ;-16,7015  ;-3,00658  ;-2,77430e+01
7166;528,35  ;-10,6669  ;-9,50095  ;-2,77374e+01
7179;528,348  ;-6,70322  ;-2,81728  ;-2,77375e+01
7897;527,412  ;-15,58  ;6,00001  ;-2,76532e+01
1952;527,292  ;-13,403  ;-5,63609  ;-2,76407e+01
12229;527,102  ;11,5968  ;6,58636  ;-2,76216e+01
6413;527,102  ;15,9332  ;0,160152  ;-2,76252e+01
7172;527,098  ;5,93141  ;-0,0276103  ;-2,76199e+01
7173;526,572  ;8,8355  ;-6,6323  ;-2,75705e+01
8629;526,471  ;4,7172  ;20;-2,75517e+01
8635;526,471  ;-5,09427  ;20;-2,75518e+01
14894;526,471  ;4,7172  ;-20;-2,75518e+01
11044;526,471  ;-5,09427  ;-20;-2,75519e+01
3111;526,471  ;-0,391307  ;16,6487  ;-2,75540e+01
7906;526,471  ;-14,9057  ;20;-2,75562e+01
14009;526,471  ;14,9057  ;20;-2,75562e+01
13242;526,471  ;-14,9057  ;-20;-2,75563e+01
