ODB Name,Step,Frame,Part Instance Name,    Node Label,X,Y,Z,Section Name,Material Name,Section Point,   U-Magnitude,          U-U1,          U-U2,          U-U3,  UR-Magnitude,        UR-UR1,        UR-UR2,        UR-UR3
"C:/temp/ModalAnalysis.odb,Modal,Mode         2: Value =   67468.     Freq =   41.340     (cycles/time),""LINK-1"",            25,          480.,            0.,            0.,NA,NA,"""",       48.5551,  -19.8794E-15,       43.1877,      -22.1904,   140.143E-03,   240.797E-18,   64.0475E-03,   124.651E-03"
"C:/temp/ModalAnalysis.odb,Modal,Mode         2: Value =   67468.     Freq =   41.340     (cycles/time),""LINK-1"",            26,          500.,            0.,            0.,NA,NA,"""",       51.3595,  -19.9639E-15,       45.6822,      -23.4721,   140.164E-03,  -971.564E-18,   64.0572E-03,   124.670E-03"
"C:/temp/ModalAnalysis.odb,Modal,Mode         3: Value =  2.40821E+06 Freq =   246.98     (cycles/time),""LINK-1"",             1,            0.,            0.,            0.,NA,NA,"""",            0.,            0.,            0.,            0.,            0.,            0.,            0.,            0."
"C:/temp/ModalAnalysis.odb,Modal,Mode         3: Value =  2.40821E+06 Freq =   246.98     (cycles/time),""LINK-1"",             2,           20.,            0.,            0.,NA,NA,"""",       1.29413,   13.8442E-15,       1.04613,  -761.831E-03,   73.2492E-03,   3.84560E-15,   43.1206E-03,   59.2120E-03"
"C:/temp/ModalAnalysis.odb,Modal,Mode         3: Value =  2.40821E+06 Freq =   246.98     (cycles/time),""LINK-1"",             3,           40.,            0.,            0.,NA,NA,"""",       3.89323,   21.6757E-15,       3.14715,      -2.29188,   130.754E-03,  -1.57902E-15,   76.9725E-03,   105.697E-03"
"C:/temp/ModalAnalysis.odb,Modal,Mode         3: Value =  2.40821E+06 Freq =   246.98     (cycles/time),""LINK-1"",             4,           60.,            0.,            0.,NA,NA,"""",       7.47838,   28.9573E-15,       6.04525,      -4.40239,   172.625E-03,  -5.68740E-15,   101.621E-03,   139.543E-03"
"C:/temp/ModalAnalysis.odb,Modal,Mode         3: Value =  2.40821E+06 Freq =   246.98     (cycles/time),""LINK-1"",             5,           80.,            0.,            0.,NA,NA,"""",       11.7327,   43.8592E-15,       9.48430,      -6.90684,   199.153E-03,   7.26884E-15,   117.238E-03,   160.988E-03"
"C:/temp/ModalAnalysis.odb,Modal,Mode         3: Value =  2.40821E+06 Freq =   246.98     (cycles/time),""LINK-1"",             6,          100.,            0.,            0.,NA,NA,"""",       16.3461,   63.5802E-15,       13.2136,      -9.62268,   210.856E-03,   1.42782E-15,   124.127E-03,   170.448E-03"
"C:/temp/ModalAnalysis.odb,Modal,Mode         3: Value =  2.40821E+06 Freq =   246.98     (cycles/time),""LINK-1"",             7,          120.,            0.,            0.,NA,NA,"""",       21.0207,   81.4697E-15,       16.9924,      -12.3745,   208.506E-03,  -2.95326E-15,   122.744E-03,   168.549E-03"
"C:/temp/ModalAnalysis.odb,Modal,Mode         3: Value =  2.40821E+06 Freq =   246.98     (cycles/time),""LINK-1"",             8,          140.,            0.,            0.,NA,NA,"""",       25.4765,   115.748E-15,       20.5943,      -14.9976,   193.142E-03,  -2.80113E-15,   113.699E-03,   156.129E-03"
