frequency_hz,amplitude,amplitude_normalized
0.0,0.0011535057400275874,0.020204787817984432
1.0989010989010994,0.0005659411340927813,0.0099130157181018
2.197802197802199,4.5323848020314336e-05,0.0007938917862022286
3.2967032967032983,9.680721285760038e-05,0.0016956735689858734
4.395604395604398,0.00025461325177057633,0.0044598015849912544
5.494505494505497,0.0009962425812600774,0.017450168881794705
6.593406593406597,0.022793655439675993,0.3992532986822291
7.692307692307696,0.05709071287553158,1.0
8.791208791208796,0.03627887837428312,0.6354602447052614
9.890109890109894,0.00232170092294682,0.04066687567921182
10.989010989010994,0.0005329574355805697,0.009335273790371412
12.087912087912095,0.00021246120960881354,0.0037214670987209195
13.186813186813193,0.00010797315777443359,0.0018912560788973724
14.285714285714292,6.311797331993132e-05,0.0011055733961063037
15.384615384615392,4.04312886745286e-05,0.0007081937961201564
16.483516483516492,2.7621238437329487e-05,0.0004838131641051487
17.58241758241759,1.978962077911457e-05,0.00034663467633097594
18.68131868131869,1.4703527307178919e-05,0.0002575467456368141
19.780219780219788,1.1238290062561055e-05,0.000196849706309722
20.87912087912089,8.781327366669757e-06,0.00015381358761125809
21.97802197802199,6.976307655621666e-06,0.00012219689165261118
23.076923076923087,5.602513706303815e-06,9.81335391365377e-05
24.17582417582419,4.512925613951517e-06,7.904833179768727e-05
25.274725274725288,3.6018627376693572e-06,6.309016924560201e-05
26.373626373626387,2.8176421075953726e-06,4.9353773419126134e-05
27.472527472527485,2.5179802512627893e-06,4.410490120788046e-05
28.571428571428584,5.195619757875362e-06,9.100639134079099e-05
29.670329670329686,2.06777562856045e-05,0.0003621912434459502
30.769230769230784,0.0002960416889831151,0.005185461418716934
31.868131868131883,0.0008774205856437899,0.015368884735363714
32.967032967032985,0.0006355708204931308,0.011132648174823003
34.06593406593408,6.58301472340851e-05,0.0011530797903611244
35.16483516483518,1.3896345236760633e-05,0.00024340815759399013
36.263736263736284,5.652340791366911e-06,9.900630954968228e-05
37.36263736263738,3.108808424171451e-06,5.445383789390114e-05
38.46153846153848,2.0636927724742125e-06,3.614760910366364e-05
39.560439560439576,1.5684928619303869e-06,2.7473695508934953e-05
40.65934065934068,1.3414985794833556e-06,2.3497667342288633e-05
41.75824175824178,1.317130872436025e-06,2.3070842981197597e-05
42.857142857142875,1.5696108847871448e-06,2.7493278779145564e-05
43.95604395604398,2.414400992052678e-06,4.229060858491158e-05
45.05494505494508,5.078032486066352e-06,8.894673459652556e-05
46.153846153846175,1.7632160359279576e-05,0.0003088446346382288
47.25274725274728,0.0005630994487384796,0.009863240803563648
48.35164835164838,0.0010061967898610967,0.017624526638067975
49.450549450549474,0.0004565251431988796,0.007996486997704683
