t,frame,body,node,x,y,z,vx,vy,vz
0.55000000000000038,55,1,0,0.70162203448394522,0.0063232341555352753,-0.73432454086286669,-3.7628400245085158,0.1183078998355992,-2.5028875595710485
0.55000000000000038,55,1,1,0.79907883224919518,0.0071318016687720101,-0.83879708273147779,-3.9631238004482916,0.13027392477059813,-2.6875644239353522
0.55000000000000038,55,1,2,0.90031990701504772,0.010570540844210403,-0.93981299887176994,-4.1651368329339586,0.1334277918765791,-2.8737335214917916
0.55000000000000038,55,1,3,1.0083791078240862,0.014781853695966421,-1.0345556199441761,-4.3758771167543156,0.13219175124485955,-3.0678934684861181
0.55000000000000038,55,1,4,1.1246839287937012,0.018450609852992916,-1.1216945798623614,-4.5992614479936833,0.12992405531043666,-3.2736916879800648
0.55000000000000038,55,1,5,1.2484541853142597,0.021036488477358652,-1.2019425352014603,-4.8349305871357471,0.12843587697795858,-3.490817956696818
0.55000000000000038,55,1,6,1.3770385273578656,0.022725486715202012,-1.2777445487183914,-5.0788025578933338,0.12802551925813116,-3.7155146018185436
0.55000000000000038,55,1,7,1.5072898175483291,0.02406520786725248,-1.3520066451164843,-5.3255696624288271,0.12810051111868079,-3.9428843637494824
0.55000000000000038,55,2,0,0,0,0,0,0,0
0.55000000000000038,55,2,1,0.080199835193777158,0.0012776781631872465,-0.11822789724866722,-0.20941720587302987,-0.00089081795748171795,-0.13929577551152925
0.55000000000000038,55,2,2,0.16508344003237516,0.0039725310650217047,-0.23334034215294469,-0.43423830246591316,-0.0012147472357407919,-0.28883759023827837
0.55000000000000038,55,2,3,0.25772828821315985,0.0065925170763263151,-0.34329032485276006,-0.68212810959464076,0.0020051643037621251,-0.45372376939174847
0.55000000000000038,55,2,4,0.35950705450281351,0.008143311352607898,-0.44716479813523974,-0.95617213007755297,0.010450169037430349,-0.63600666347548074
0.55000000000000038,55,2,5,0.46945443991503366,0.0083340199047673702,-0.54560583947599972,-1.2531969013151227,0.024002168353706999,-0.83357541473060526
0.55000000000000038,55,2,6,0.58463543658328665,0.0075160844648788231,-0.64056569628086746,-1.5648062581837239,0.040973712661864913,-1.0408452369054737
0.55000000000000038,55,2,7,0.70162203448394522,0.0063232341555352753,-0.73432454086286669,-1.8814200122542579,0.059153949917799598,-1.2514437797855242
0.56000000000000039,56,0,0,1.4764847298814641,0.024759873364537405,-1.3838843074169414,-8.9198597557832215,0.19512563677176412,-6.5090032271179172
0.56000000000000039,56,0,1,1.5876879356847815,0.025937623368991667,-1.4735617948528785,-9.2515584136198417,0.19551354198246779,-6.9133966014333348
0.56000000000000039,56,0,2,1.7009520036759056,0.026590918944207259,-1.5607343914317071,-9.5868691756400448,0.19969658451957673,-7.3221383153366109
0.56000000000000039,56,0,3,1.8169231827290102,0.026438562461658578,-1.6446183146444595,-9.9269158883378541,0.2074726936137245,-7.7366014879744709
0.56000000000000039,56,0,4,1.9357936748582887,0.025363731116663506,-1.7249809433185108,-10.272030282429833,0.21838594945292858,-8.15719721896442
0.56000000000000039,56,0,5,2.0571390918497383,0.023474481247290839,-1.8023381025559693,-10.621468530602733,0.23165550557095183,-8.5830300609261219
0.56000000000000039,56,0,6,2.1800300966878301,0.021067026208575611,-1.8778184897366303,-10.973606293492647,0.24628206399603922,-9.0121342591384952
0.56000000000000039,56,0,7,2.3034464638855492,0.018481494440584209,-1.9526609696354482,-11.326661504772982,0.26134682967314676,-9.4423505857171754
0.56000000000000039,56,1,0,0.68449018286652774,0.0069162179753085341,-0.74920915602818405,-3.7669479047383891,0.11888575364254635,-2.4104036859589959
0.56000000000000039,56,1,1,0.77985121376894484,0.0078415819125593061,-0.85559639887345407,-3.9879260726197048,0.13004619118275354,-2.6060624819131353
0.56000000000000039,56,1,2,0.87905826685377375,0.01131569907799676,-0.9586047836192062,-4.2081682855685356,0.13369899875044539,-2.8009974969760405
0.56000000000000039,56,1,3,0.98513996277956117,0.01552008382484792,-1.0555366188995612,-4.433102920915351,0.1332510838248829,-3.0000453890184695
0.56000000000000039,56,1,4,1.0995152490326296,0.019169617908362056,-1.145123818563806,-4.6659534686556663,0.13135372959329736,-3.2060843390952929
0.56000000000000039,56,1,5,1.22139123792501,0.021740715363566629,-1.2280629787137314,-4.9068687313294577,0.12955016317688695,-3.4192609322573384
0.56000000000000039,56,1,6,1.3481013140304152,0.023423022701850118,-1.3067157085853642,-5.1532858643243991,0.12827902171292774,-3.6373114575920669
0.56000000000000039,56,1,7,1.4764847298814641,0.024759873364537405,-1.3838843074169414,-5.4016668540762076,0.12728425679651867,-3.8571025350487078
0.56000000000000039,56,2,0,0,0,0,0,0,0
0.56000000000000039,56,2,1,0.078047454013900688,0.001273053052519895,-0.11965914749037916,-0.22337920391392443,-4.2880809891759908e-05,-0.1429364222965285
0.56000000000000039,56,2,2,0.16069185621043303,0.0039732172053174187,-0.23637678872057358,-0.45945237511850701,0.0013260500974432024,-0.29399549091592148
0.56000000000000039,56,2,3,0.25098236346461078,0.0066326168482762956,-0.34820182185523391,-0.71332110774478008,0.0059744870230534,-0.45644162618165596
0.56000000000000039,56,2,4,0.35028291853667576,0.0082700994298453984,-0.4542614839202323,-0.98682140062926105,0.014863057007523408,-0.63144965144538778
0.56000000000000039,56,2,5,0.45764610189805749,0.0085927145586019646,-0.55516201200234749,-1.2773386718268842,0.027700336525113299,-0.81734654172323007
0.56000000000000039,56,2,6,0.57017661560668964,0.0079366558271055116,-0.65275605631283629,-1.5785752289947015,0.043120784771638138,-1.0101025144908788
0.56000000000000039,56,2,7,0.68449018286652774,0.0069162179753085341,-0.74920915602818405,-1.8834739523691943,0.059442876821273173,-1.2052018429794977
0.5700000000000004,57,0,0,1.4450265560339173,0.025441730597064172,-1.4156967162669938,-9.0786011122132759,0.19384570428849307,-6.3730765852298621
0.5700000000000004,57,0,1,1.5528399961633359,0.026623141523666623,-1.5094218407994584,-9.4312725788006784,0.19359846012888476,-6.7721524434484834
0.5700000000000004,57,0,2,1.6627642432101599,0.027320036201588838,-1.6007651336024697,-9.7883591810870367,0.19754464712537687,-7.1761664008771362
0.5700000000000004,57,0,3,1.7754620878506031,0.027248925884527549,-1.6889805172831607,-10.151064039336832,0.20544970038802909,-7.586483112993669
0.5700000000000004,57,0,4,1.89113090204162,0.026288094122325661,-1.7738463332764409,-10.519693403548608,0.21680328592548329,-8.0034561737943761
0.5700000000000004,57,0,5,2.0093360121477457,0.024537380084400241,-1.8558530658546557,-10.893338164000562,0.23074261412142338,-8.4260687821791436
0.5700000000000004,57,0,6,2.1291251086388132,0.022282565206181687,-1.9360743715773303,-11.270100114915424,0.2461692856917099,-8.8521881607956683
0.5700000000000004,57,0,7,2.2494526341489749,0.019854222493235187,-2.0156888046217825,-11.647918629676813,0.26207586262071875,-9.2794964850404984
0.5700000000000004,57,1,0,0.66735143515950202,0.0075122484126611266,-0.76371784879642379,-3.7651886544956295,0.11955710747171072,-2.3113843589508347
0.5700000000000004,57,1,1,0.76041044974646788,0.0085464526988407782,-0.8721229706047523,-4.0069080912865074,0.1299580652173648,-2.5162031977673158
0.5700000000000004,57,1,2,0.85740452272913681,0.012060381116480584,-0.97721511886647727,-4.2457734317441282,0.13403098029712246,-2.7185536002441717
0.5700000000000004,57,1,3,0.96137392980814895,0.016264991757010558,-1.0764047697613195,-4.4857629297317123,0.13428265135702991,-2.9218253406997441
0.5700000000000004,57,1,4,1.0737364602830821,0.019898449331632165,-1.1684808877528927,-4.729445338705661,0.13273556727899827,-3.1282104490157563
0.5700000000000004,57,1,5,1.1936808993666674,0.022451358031200529,-1.254126458965318,-4.9774060268049434,0.13069066303924914,-3.3382152201651749
0.5700000000000004,57,1,6,1.3185088009008079,0.02411835966101325,-1.3356286213347972,-5.2284393190612306,0.12870426748547886,-3.550822941039331
0.5700000000000004,57,1,7,1.4450265560339173,0.025441730597064172,-1.4156967162669938,-5.4805977197305458,0.1268121290121742,-3.7643843823526404
0.5700000000000004,57,2,0,0,0,0,0,0,0
0.5700000000000004,57,2,1,0.075760069886316297,0.0012766133465780293,-0.12111982607093554,-0.23632670946276049,0.00074290817860203228,-0.14507688989297549
0.5700000000000004,57,2,2,0.15605688635757192,0.0039984367633665681,-0.23945462168013526,-0.48269700912482472,0.0036822855879544451,-0.29631936653992791
0.5700000000000004,57,2,3,0.24393637413246907,0.0067110604897189698,-0.35313454619027979,-0.74181669443942755,0.0096599395579399852,-0.45538847108992692
0.5700000000000004,57,2,4,0.34076596319209118,0.0084395518460895179,-0.46132015792652414,-1.0143643492437031,0.018969744665032283,-0.62270077445383931
0.5700000000000004,57,2,5,0.44561062356758863,0.00888722957852758,-0.56458545565585427,-1.2982719377110379,0.031159313087253098,-0.79698674511491707
0.5700000000000004,57,2,6,0.55559420189073283,0.0083781407833666138,-0.66469606031238437,-1.5892372986717702,0.045159877585317337,-0.97560536055085745
0.5700000000000004,57,2,7,0.66735143515950202,0.0075122484126611266,-0.76371784879642379,-1.8825943272478145,0.059778553735855354,-1.1556921794754174
0.5800000000000004,58,0,0,1.4128329712433472,0.026114377301669926,-1.4474132707876661,-9.2471053667775038,0.19315956146733798,-6.2274876149266891
0.5800000000000004,58,0,1,1.5170510051584798,0.027293112446791595,-1.5451203603605477,-9.6196230049614648,0.19233510267285198,-6.6185628673513417
0.5800000000000004,58,0,2,1.6234171311295547,0.028030515988576126,-1.640578152421065,-9.9976024286254557,0.19595217691176359,-7.0153140329167201
0.5800000000000004,58,0,3,1.7326084982116836,0.0280408778770911,-1.7330795023714147,-10.382404546711825,0.20382035073351257,-7.4191722557679416
0.5800000000000004,58,0,4,1.8448275068410598,0.027197339180439546,-1.8224135836533848,-10.774334082707352,0.21543284255773015,-7.8304640263442735
0.5800000000000004,58,0,5,1.9596318040504535,0.025590853823898273,-1.9090435893755093,-11.172266475748582,0.2298757881327097,-8.2480206875054236
0.5800000000000004,58,0,6,2.076050902823988,0.02349579236751783,-1.9939847543634386,-11.573918710290126,0.24595612963762284,-8.6694610838651727
0.5800000000000004,58,0,7,2.1930189491896708,0.021232219082866391,-2.0783518338519995,-11.9768295343925,0.26256682349679183,-9.0922158302072198
0.5800000000000004,58,1,0,0.6502228638689509,0.0081122351420720145,-0.7778214349801269,-3.7592320607864784,0.12049525997050017,-2.2080608725984598
0.5800000000000004,58,1,1,0.74077593530426844,0.0092478989726998383,-0.88832714215699471,-4.0211603774217952,0.13020839882722871,-2.4197522234808231
0.5800000000000004,58,1,2,0.83537585902045364,0.012805128689156028,-0.99557931728414462,-4.278587063235765,0.13458868329922788,-2.6277708948187057
0.5800000000000004,58,1,3,0.93708954984333992,0.017016033169579989,-1.0970882395098449,-4.5342239712708681,0.13539682582534046,-2.834319685259215
0.5800000000000004,58,1,4,1.0473403266040548,0.02063626655904427,-1.1916956324028771,-4.7900500376633488,0.13413256195013878,-3.0410074885658007
0.5800000000000004,58,1,5,1.1652939571707459,0.023168390285038941,-1.2800722019959503,-5.04699026767116,0.1318924043613231,-3.2485889799235732
0.5800000000000004,58,1,6,1.2882058880006291,0.024813124905123454,-1.3644367654954208,-5.3049654472501526,0.12932516567290769,-3.4570044841373875
0.5800000000000004,58,1,7,1.4128329712433472,0.026114377301669926,-1.4474132707876661,-5.5633606985853712,0.12670359572629403,-3.6657590256129597
0.5800000000000004,58,2,0,0,0,0,0,0,0
0.5800000000000004,58,2,1,0.073349195429571662,0.001287637992745195,-0.12259443527315042,-0.24796882939243914,0.0014467773834306017,-0.14564949993827664
0.5800000000000004,58,2,2,0.15120027386151225,0.0040460574087480905,-0.24254459864453717,-0.50346826056727267,0.0057969992023253801,-0.29572225092196663
0.5800000000000004,58,2,3,0.23661881798560111,0.0068245926393949935,-0.35804985820861068,-0.76705594831381252,0.01297866697457194,-0.45054580275400485
0.5800000000000004,58,2,4,0.33098680188019369,0.0086482092064130399,-0.46829848358001031,-1.0383848832862139,0.022691030299516447,-0.60991633248688593
0.5800000000000004,58,2,5,0.43337636007753777,0.0092149620886439691,-0.57383547528045187,-1.315905184228227,0.034336667661482884,-0.77292348606324879
0.5800000000000004,58,2,6,0.54091141339783855,0.0088395535722342981,-0.6763501565016703,-1.597143623795769,0.047108824908532333,-0.93811456345308597
0.5800000000000004,58,2,7,0.6502228638689509,0.0081122351420720145,-0.7778214349801269,-1.8796160303932392,0.060247629985250087,-1.1040304362992299
0.59000000000000041,59,0,0,1.3798145096673793,0.026780550904160483,-1.4789930444390578,-9.4262068372744476,0.19298867804925868,-6.0730565963984624
0.59000000000000041,59,0,1,1.4802440484242518,0.027950949411638219,-1.5805899021921168,-9.8171323891218716,0.19164913110833925,-6.4535910687566425
0.59000000000000041,59,0,2,1.5828430960360136,0.028725013693493659,-1.6800798542196032,-10.214794686158017,0.19486602771005748,-6.8406272344090366
0.59000000000000041,59,0,3,1.6882999360220068,0.028815616496701807,-1.7767964510112582,-10.620800830785562,0.20256342228510826,-7.2357303389401242
0.59000000000000041,59,0,4,1.7968215366313307,0.028091062560224159,-1.8705398443168024,-11.035485092332266,0.21429088954866349,-7.6392312589765368
0.59000000000000041,59,0,5,1.9079611324409433,0.026633047159187077,-1.9617439067821361,-11.457460435327132,0.22911086387901583,-8.0497913472157485
0.59000000000000041,59,0,6,2.0207363184875047,0.024703591991390564,-2.0513616859970742,-11.883947480091107,0.24573833897513181,-8.4647209274112178
0.59000000000000041,59,0,7,2.1340675915923866,0.022611192702210299,-2.1404401746187709,-12.311959732808656,0.26295528606057611,-8.881127904301497
0.59000000000000041,59,1,0,0.633111933728979,0.0087178928786602744,-0.79150069567862402,-3.7511439044546879,0.12184737607864365,-2.1027335058338115
0.59000000000000041,59,1,1,0.72096338166906759,0.0099484674059117685,-0.9041649911354972,-4.0321346279258146,0.13096765155897222,-2.3186499330772614
0.59000000000000041,59,1,2,0.81299027646016453,0.013551233045066561,-1.0136344662865284,-4.3075597315184204,0.13551324591995775,-2.5302657755219276
0.59000000000000041,59,1,3,0.91229851613715751,0.017772888285939703,-1.1175135259899678,-4.5791110444848275,0.13668614947642035,-2.7388872929358277
0.59000000000000041,59,1,4,1.0203226321181529,0.021381976726582111,-1.2146934153271616,-4.8482689836504456,0.13559347243042252,-2.945657814656589
0.59000000000000041,59,1,5,1.1362019117641506,0.023891212800799793,-1.3058327131640142,-5.1161779925242312,0.13317598589051516,-3.1514616589166042
0.59000000000000041,59,1,6,1.2571344986571147,0.025508199932926495,-1.3930850319816108,-5.3835897471251677,0.13014801111107374,-3.3568801746351413
0.59000000000000041,59,1,7,1.3798145096673793,0.026780550904160483,-1.4789930444390578,-5.6508893947508954,0.12695618304429027,-3.562211674657684
0.59000000000000041,59,2,0,0,0,0,0,0,0
0.59000000000000041,59,2,1,0.070829159099479247,0.0013052145071924634,-0.12406709780651756,-0.25803875033537521,0.0020504277251305663,-0.14464567074841564
0.59000000000000041,59,2,2,0.14614859839059396,0.0041133944877270526,-0.24561713339147623,-0.52131517740068833,0.0076173113719235803,-0.29222736278348133
0.59000000000000041,59,2,3,0.22906343533093854,0.0069691522030512956,-0.36290950850433185,-0.78856366090339891,0.015853298319021103,-0.44203562259912721
0.59000000000000041,59,2,4,0.32097967721834003,0.0088918366719264574,-0.47515607458829973,-1.0585809632822547,0.025951932932813612,-0.59339596582472742
0.59000000000000041,59,2,5,0.42097182693715551,0.0095728824930417858,-0.58287562640150781,-1.3302899163829369,0.037190028096587342,-0.7457045772969092
0.59000000000000041,59,2,6,0.52614695399464328,0.0093200564477569012,-0.68768981910624205,-1.6028161161023617,0.04897932395655314,-0.89847130285149635
0.59000000000000041,59,2,7,0.633111933728979,0.0087178928786602744,-0.79150069567862402,-1.875571952227344,0.060923688039321834,-1.0513667529169057
0.60000000000000042,60,0,0,1.3458770467859957,0.027442095715586944,-1.5103810266556186,-9.6162856889995041,0.19322720523555653,-5.9104925705149203
0.60000000000000042,60,0,1,1.4423403093042917,0.028599206401685433,-1.6157508209644791,-10.023949377760429,0.1914391924946546,-6.2781880569114783
0.60000000000000042,60,0,2,1.5409757297371494,0.02940555062299173,-1.7191655498691083,-10.439817322533465,0.19421003286547955,-6.6532307719726589
0.60000000000000042,60,0,3,1.6424783971904526,0.029574039917206703,-1.8200015977367892,-10.86583398403876,0.20163842242492785,-7.0373733084340024
0.60000000000000042,60,0,4,1.7470590027707431,0.028968938841300796,-1.9180704964166735,-11.302399043625959,0.21337531609574345,-7.4309801426246587
0.60000000000000042,60,0,5,1.8542702326364262,0.027662565941883505,-2.0137748527794379,-11.747823324681608,0.22848256753649099,-7.8325385460666457
0.60000000000000042,60,0,6,1.9631254310222661,0.025903683576012949,-2.1080016879378496,-12.198728506774975,0.24558513929376419,-8.2390173461185796
0.60000000000000042,60,0,7,2.0725396632758506,0.023988055732998413,-2.2017261227620075,-12.651486304456544,0.26334390436653543,-8.647159513183821
0.60000000000000042,60,1,0,0.61601453160521413,0.0093315881952438142,-0.80474531845988828,-3.7432450173284133,0.12372565507425741,-1.997606268587887
0.60000000000000042,60,1,1,0.70098298439652973,0.010651578619148897,-0.91959848911199404,-4.0415467061501928,0.13236700158390408,-2.214883300704106
0.60000000000000042,60,1,2,0.79026506486943127,0.014300597148365448,-1.0313203610050528,-4.3338912570831187,0.13691208822865863,-2.4278042241441429
0.60000000000000042,60,1,3,0.88701464668008279,0.018535397490444028,-1.1376065380472022,-4.6212564632446433,0.13821777140662178,-2.6370848438125383
0.60000000000000042,60,1,4,0.99268185033297618,0.02213422105266491,-1.2373956554594545,-4.9047422692412761,0.13714772980682022,-2.8435299516022936
0.60000000000000042,60,1,5,1.1063775056973841,0.024618659252320783,-1.3313331766259275,-5.1855740303134512,0.13454445512953472,-3.048035578186628
0.60000000000000042,60,1,6,1.2252350685223825,0.026203712971527113,-1.4215076088546215,-5.4649824132923506,0.13115980525775717,-3.251501228642419
0.60000000000000042,60,1,7,1.3458770467859957,0.027442095715586944,-1.5103810266556186,-5.743954098831856,0.12754501638634261,-3.4546478524044324
0.60000000000000042,60,2,0,0,0,0,0,0,0
0.60000000000000042,60,2,1,0.068216783529285327,0.0013282608019486543,-0.12552216277536232,-0.26631064163445622,0.0025385085845008584,-0.14211835043070026
0.60000000000000042,60,2,2,0.14093259287846438,0.0041972724975378644,-0.24864339209893241,-0.5358700861044684,0.0090987251588629872,-0.28597044494699192
0.60000000000000042,60,2,3,0.22130817793483964,0.0071399578473469571,-0.36767693389527967,-0.80598168747577714,0.018218344728480666,-0.43011720146968929
0.60000000000000042,60,2,4,0.31078112954432446,0.0091654967992065278,-0.48185560875932448,-1.0747870562268471,0.028688125295989159,-0.57356687873138612
0.60000000000000042,60,2,5,0.40842412391689925,0.0099575543359709182,-0.59167428886945173,-1.3416189804876537,0.039681210377889242,-0.7159634149173022
0.60000000000000042,60,2,6,0.51131323297787568,0.0098188981668972629,-0.69869334684991125,-1.6069128989910086,0.05077709619838601,-0.85753918464844792
0.60000000000000042,60,2,7,0.61601453160521413,0.0093315881952438142,-0.80474531845988828,-1.8716225086642064,0.061862827537128698,-0.9988031342939433
0.61000000000000043,61,0,0,1.3109254919739337,0.02809996706141181,-1.5415056845990533,-9.8171524536945896,0.19374810968017583,-5.7404246296639574
0.61000000000000043,61,0,1,1.4032619094440539,0.02923958393128763,-1.6505097275683696,-10.239745681816999,0.19158265692381762,-6.0932987109003109
0.61000000000000043,61,0,2,1.4977520205910055,0.03007355240775688,-1.7577187913719754,-10.672149548722555,0.19388896696068825,-6.4543163347322743
0.61000000000000043,61,0,3,1.595092309691448,0.030316813100416371,-1.8625543956376389,-11.116731887989509,0.20098720577432788,-6.8254511239456424
0.61000000000000043,61,0,4,1.6954959257122442,0.0298307882927102,-1.9648400559147587,-11.573995449002105,0.21266492976700233,-7.2071251375748009
0.61000000000000043,61,0,5,1.7985193536136381,0.028678511370169548,-2.0649454153758509,-12.041920295807937,0.22800180596168451,-7.597661678139275
0.61000000000000043,61,0,6,1.9031805886832158,0.027094597954235244,-2.163687895662227,-12.516444821278219,0.24553481637022256,-7.993685148498928
0.61000000000000043,61,0,7,2.0083988822894896,0.025360833333540573,-2.2619668598354523,-12.993200916515919,0.26379639851276976,-8.391564081845857
0.61000000000000043,61,1,0,0.59891408241158606,0.0099561452312322066,-0.81755207129622187,-3.7378864246048007,0.12619980850202475,-1.8946106061041763
0.61000000000000043,61,1,1,0.68083816580951506,0.01136127596858804,-0.93459524458039811,-4.0512113231867612,0.1344887707066387,-2.1103392320681027
0.61000000000000043,61,1,2,0.7672155096870481,0.015055544648207162,-1.0485803455687157,-4.3589111323784122,0.13885067493999287,-2.3221822515419976
0.61000000000000043,61,1,3,0.86125295737842267,0.019303468049972225,-1.1572938894519544,-4.6616088833690981,0.14002794761588258,-2.5305710614071661
0.61000000000000043,61,1,4,0.96441899423372601,0.022891360169285536,-1.2597208689120512,-4.9601685386658305,0.13880261380591097,-2.7361030544317968
0.61000000000000043,61,1,5,1.0757956914242568,0.025349017051456667,-1.3564916349612623,-5.2557472986464493,0.1359824032995931,-2.9395775819098908
0.61000000000000043,61,1,6,1.1924488404906035,0.026899058583868037,-1.4496269172126421,-5.5496608195178947,0.13232854532107302,-3.1419029244532961
0.61000000000000043,61,1,7,1.3109254919739337,0.02809996706141181,-1.5415056845990533,-5.8430478329984945,0.12842400696559411,-3.3438649663580229
0.61000000000000043,61,2,0,0,0,0,0,0,0
0.61000000000000043,61,2,1,0.065530879303792186,0.0013555629644610206,-0.12694482127002424,-0.27261898135183965,0.0029002801919618443,-0.13818151618909114
0.61000000000000043,61,2,2,0.13558614186448648,0.0042941332228070622,-0.25159638278550334,-0.54688126896187239,0.010210001649447197,-0.27719596979579769
0.61000000000000043,61,2,3,0.21339385549122805,0.0073316633357784064,-0.37231848408080204,-0.81910137221598112,0.020027531879178058,-0.41517530791186624
0.61000000000000043,61,2,4,0.30042851134792919,0.0094636935910589574,-0.48836375450833558,-1.0869888001756687,0.030853487324143784,-0.55095855667872895
0.61000000000000043,61,2,5,0.39575753499378075,0.010365201906270619,-0.60020488510946579,-1.3502071928199135,0.041781439204690164,-0.68437522636210657
0.61000000000000043,61,2,6,0.49641519703537013,0.010335359030151594,-0.70934510571124376,-1.6101642629638984,0.05250295036100381,-0.81613883988030855
0.61000000000000043,61,2,7,0.59891408241158606,0.0099561452312322066,-0.81755207129622187,-1.8689432123024001,0.063099904251012376,-0.94730530305208827
0.62000000000000044,62,0,0,1.2748685678169278,0.028754275543197972,-1.5722786559865947,-10.027973261127819,0.19441159901392152,-5.56343968091441
0.62000000000000044,62,0,1,1.3629357558706225,0.029872968384151426,-1.6847597937042778,-10.463643732883067,0.19194320464513523,-5.8998694619692449
0.62000000000000044,62,0,2,1.4531154677421585,0.030729900691371239,-1.7956123674263573,-10.910803083893182,0.19379398543776721,-6.2451270207995719
0.62000000000000044,62,0,3,1.5460992059395029,0.03104442299638796,-1.9043052511950633,-11.372315538578135,0.20053695426632068,-6.6014182219958304
0.62000000000000044,62,0,4,1.6421008920017206,0.030676610015005833,-2.0106746709407837,-11.848822984708058,0.2121203617160676,-6.9692392223203248
0.62000000000000044,62,0,5,1.7406854850416682,0.029680461961299788,-2.1150560027227705,-12.337959904974586,0.22765515063748051,-7.3467724128542766
0.62000000000000044,62,0,6,1.8408854902838641,0.028275587323158234,-2.2181940947486236,-12.834923178156597,0.24559330278249616,-7.7303246009816196
0.62000000000000044,62,0,7,1.9416350730527694,0.026728493942273068,-2.3209092574334296,-13.334534486517409,0.26433544532333697,-8.1159134005432421
0.62000000000000044,62,1,0,0.58178217129290455,0.010594618254486186,-0.82992244405334148,-3.7371748607206596,0.12929143531946047,-1.7952514270697466
0.62000000000000044,62,1,1,0.66052520113850655,0.012081921884461853,-0.94912794679638579,-4.062832962898443,0.13735924093019039,-2.0066632626129954
0.62000000000000044,62,1,2,0.74385402320924354,0.015818590401610912,-1.0653621359852503,-4.3839239236505474,0.1413469706725628,-2.2151006054701741
0.62000000000000044,62,1,3,0.83502892043328192,0.020076969152036977,-1.1765045127676839,-4.7011171049740792,0.14211932447913486,-2.4210000425723401
0.62000000000000044,62,1,4,0.93553764949084928,0.023651472378151628,-1.2815864276797533,-5.0152090966672267,0.14054310095321992,-2.6248807524839926
0.62000000000000044,62,1,5,1.0444349838465001,0.02608007662354624,-1.3812203337476885,-5.3271393772594031,0.13745745771929208,-2.8273545994598135
0.62000000000000044,62,1,6,1.1587208736428132,0.027592953254880811,-1.4773541899316163,-5.6378925224437566,0.13360553842469602,-3.0290624895097529
0.62000000000000044,62,1,7,1.2748685678169278,0.028754275543197972,-1.5722786559865947,-5.9482803457440756,0.12952865833682586,-3.2305326972246422
0.62000000000000044,62,2,0,0,0,0,0,0,0
0.62000000000000044,62,2,1,0.062791545670774759,0.0013858290848104498,-0.12832169481782479,-0.2768770370155984,0.0031310910265860419,-0.13300525513254802
0.62000000000000044,62,2,2,0.13014496848803028,0.0044001910132337053,-0.25445197051223262,-0.55424210425324805,0.010937505782556667,-0.266244948573509
0.62000000000000044,62,2,3,0.20536250966770078,0.0075385839755719069,-0.37680450761025897,-0.82788864191686806,0.021260371535041414,-0.39769834734719539
0.62000000000000044,62,2,4,0.28995846669614184,0.0097805902656340933,-0.49465187300408731,-1.0953260377807554,0.03242695359824023,-0.52616901957147466
0.62000000000000044,62,2,5,0.38299251376990839,0.010791829719909508,-0.60844577722465576,-1.3564559121266626,0.043476236247328368,-0.65160970592984158
0.62000000000000044,62,2,6,0.48145008733395867,0.010868708480986925,-0.71963434612260735,-1.6132881702358264,0.054154112545759497,-0.77498591792734739
0.62000000000000044,62,2,7,0.58178217129290455,0.010594618254486186,-0.82992244405334148,-1.86858743036033,0.064645717659730248,-0.89762571353487319
0.63000000000000045,63,0,0,1.2376241849057461,0.029404371070132738,-1.6025969926992634,-10.247264094044249,0.19507494494120181,-5.3801128817918471
0.63000000000000045,63,0,1,1.3212980055270309,0.030499500647520755,-1.7183832982123421,-10.694202938524576,0.19237956735128162,-5.6988475566960837
0.63000000000000045,63,0,2,1.4070197667506359,0.031374990762971511,-1.8327112980714064,-11.154306573370999,0.19380908723151075,-6.0269311238230543
0.63000000000000045,63,0,3,1.4954688460319145,0.031757213960376132,-1.9450991087677429,-11.630988699392244,0.20020427014786563,-6.3667899557507699
0.63000000000000045,63,0,4,1.586857869485673,0.031506574454521361,-2.0553964222963117,-12.125061432111416,0.21168644910278456,-6.7190020245860556
0.63000000000000045,63,0,5,1.6807650917349426,0.030668401579249195,-2.1639035558564363,-12.633814126384518,0.22740641430412206,-7.0816423818573728
0.63000000000000045,63,0,6,1.7762479844477992,0.029446473908720908,-2.2712907018567643,-13.151675669859751,0.24573563561902639,-7.4507536354078923
0.63000000000000045,63,0,7,1.8722670806085557,0.02809071324130745,-2.3782967446191097,-13.672621579592921,0.2649442751362906,-7.8220560511968049
0.63000000000000045,63,1,0,0.56458080497269691,0.011250042478737291,-0.84186013236357571,-3.7427051108070692,0.13297110956663588,-1.7005089416519859
0.63000000000000045,63,1,1,0.64003387077329454,0.012817861409445103,-0.96317368056562414,-4.077794905037269,0.14094515873203434,-1.9051499588461813
0.63000000000000045,63,1,2,0.72018979984078646,0.016592194413657453,-1.0816186638050762,-4.410050354008991,0.1443695782573563,-2.1080532660749598
0.63000000000000045,63,1,3,0.80835792450338584,0.020855635321552306,-1.1951715844244988,-4.7406123008144494,0.14446141586717026,-2.309917376827165
0.63000000000000045,63,1,4,0.90604409729632196,0.024412380779818246,-1.302911060986615,-5.0703971186853778,0.14233430762630273,-2.5113035717897039
0.63000000000000045,63,1,5,1.0122789775389729,0.026809219980065802,-1.4054283562672352,-5.3999874907008092,0.13892386235397641,-2.712569088834905
0.63000000000000045,63,1,6,1.1240034116417297,0.028283532182757112,-1.5045919589608181,-5.7296233691613851,0.13492942068936487,-2.9138615143365785
